delta1,delta2,delta3,delta4
-0001,-0001,-0001,00003
00000,00001,00000,00001
00001,00000,00000,00002
-0001,00000,00000,00002
00000,00005,00000,00003
00000,00001,-0002,00003
00001,00002,-0001,00002
00000,00002,-0001,00000
00001,00001,-0001,00001
00003,00003,00001,00003
00002,00003,00001,00005
00003,00005,00002,00008
00005,00007,00007,00013
00009,00011,00014,00019
00011,00014,00021,00025
00011,00014,00023,00029
00011,00014,00022,00029
00011,00014,00024,00028
00011,00014,00023,00027
00011,00014,00020,00024
00012,00015,00020,00022
00012,00015,00019,00022
00008,00009,00014,00016
00007,00008,00008,00012
00007,00008,00008,00010
00007,00008,00008,00010
00007,00008,00008,00007
00007,00008,00008,00007
00007,00008,00008,00007
00004,00005,00002,00005
00001,00002,00001,00005
00002,00001,00000,-0002
00000,00000,00000,00003
00001,00002,-0001,00001
00002,00002,00001,00002
00001,00001,-0001,00002
-0004,-0006,-0006,-0004
00004,-0004,00001,00002
00001,-0001,-0001,00002
00001,00000,00001,00003
00002,00000,-0001,00003
00002,-0002,-0001,00000
00001,00002,00000,00004
00001,00000,-0001,00002
-0001,-0001,00000,00003
-0001,00000,-0001,00004
-0001,00000,-0002,00001
-0001,00000,-0002,00001
00001,00002,-0001,00002
00000,00000,00000,00002
00002,00001,-0001,00003
00000,00001,-0001,00001
00000,00002,-0001,-0001
00000,00000,-0001,00001
00001,00001,-0002,00003
