delta1,delta2,delta3,delta4
-0002,00000,00000,00003
-0001,00000,00001,00002
00001,00002,-0002,00001
00001,00001,00000,00003
00000,00000,-0002,00003
00000,00001,-0001,00002
00000,00001,-0001,00002
00000,-0001,-0002,00001
00000,00000,00000,00003
00001,00000,00002,00006
00000,00002,00000,00003
00004,00006,00001,00007
00007,00009,00008,00011
00013,00011,00017,00019
00017,00016,00022,00025
00017,00016,00026,00027
00017,00016,00028,00023
00017,00016,00033,00031
00017,00016,00035,00024
00017,00016,00040,00032
00016,00016,00043,00035
00016,00016,00041,00033
00012,00012,00026,00024
00011,00010,00014,00017
00011,00010,00012,00017
00011,00010,00010,00017
00011,00010,00007,00017
00011,00010,00006,00017
00011,00010,00005,00017
00005,00005,00003,00008
00005,00005,00003,00009
00005,00005,00003,00007
00005,00005,00003,00007
00005,00005,00003,00006
00005,00005,00003,00006
00000,00002,00002,00006
00001,00002,-0003,00002
00001,00001,-0001,00002
00001,00002,-0001,00001
-0001,00000,-0001,00001
-0002,00001,-0002,00003
00000,00001,-0001,00001
-0001,00001,-0001,00002
-0001,00001,00000,00003
00002,00002,00000,00002
00000,00002,-0002,00003
00000,00000,-0001,00003
-0001,00000,-0001,00001
00001,00001,-0001,00001
00001,00000,-0001,00002
00001,00001,00000,00002
-0002,-0001,-0001,00001
00001,00001,00000,00001
00000,00001,-0001,00001
00000,00000,-0002,00001
