delta1,delta2,delta3,delta4
00001,00000,00000,00002
00002,00000,-0001,00004
-0002,00001,-0001,00001
00000,00001,-0001,00001
00001,00003,-0001,00002
00002,00001,00000,00003
00001,00001,00000,00004
00001,00001,00000,00003
00002,00002,-0001,00000
00004,00002,00000,00006
00002,00003,00002,00004
00006,00003,00004,00007
00011,00012,00008,00009
00015,00013,00015,00017
00019,00022,00024,00017
00019,00023,00031,00017
00019,00022,00035,00017
00019,00026,00044,00017
00019,00027,00052,00017
00019,00028,00063,00017
00033,00031,00072,00032
00031,00031,00072,00036
00032,00031,00072,00038
00033,00031,00072,00041
00032,00031,00072,00043
00035,00031,00072,00040
00025,00023,00064,00041
00025,00019,00037,00031
00018,00013,00019,00019
00018,00009,00019,00019
00018,00009,00019,00019
00018,00007,00019,00019
00018,00006,00019,00019
00018,00005,00019,00019
00005,00004,00003,00007
00006,00004,00003,00007
00004,00004,00002,00008
00003,00004,00001,00005
00004,00004,00000,00001
00005,00004,00002,00005
00007,00002,00002,00004
00003,00002,-0001,00003
00003,00002,00000,00001
00000,00002,-0001,00002
-0001,00001,-0001,00002
00001,00001,-0001,00001
00001,-0001,-0001,00003
00000,00001,00001,00002
00002,00001,-0001,00001
00004,00002,-0002,00003
00000,-0001,-0001,00002
00000,00000,-0001,00002
00001,00000,-0001,00001
-0001,-0001,-0001,00002
00001,00000,-0001,00001
