delta1,delta2,delta3,delta4
-0001,00001,00001,00001
00002,00002,-0002,00001
00003,00001,-0003,00002
00001,00004,-0002,00000
00002,00000,-0001,00002
00000,-0001,-0002,00001
00000,-0001,-0002,00002
00000,00001,-0002,00002
00001,00001,00000,00003
00001,00003,-0001,00001
00003,00002,-0002,00002
00003,00006,00001,00006
00007,00006,00005,00008
00013,00012,00012,00020
00013,00012,00012,00023
00013,00012,00012,00026
00013,00012,00012,00032
00013,00012,00012,00034
00013,00012,00012,00039
00021,00019,00034,00040
00018,00019,00035,00040
00018,00019,00037,00040
00018,00019,00034,00040
00018,00019,00032,00040
00018,00019,00028,00040
00016,00018,00021,00029
00014,00012,00015,00021
00014,00012,00012,00021
00014,00012,00009,00021
00014,00012,00008,00021
00014,00012,00008,00021
00014,00012,00006,00021
00007,00007,00005,00010
00007,00007,00005,00010
00007,00007,00005,00007
00007,00007,00005,00006
00007,00007,00005,00009
00007,00007,00005,00007
00003,00001,00001,00006
00004,00002,-0001,00011
00004,00003,00000,00004
00002,00000,-0001,00003
00000,00000,-0001,00004
00001,00000,00000,00001
-0001,00001,-0001,00003
00000,00001,00000,00003
00001,00001,-0002,00002
00001,00001,-0002,00001
00000,00000,00000,00002
00000,00001,-0001,00002
00001,00001,-0001,00003
00002,00001,-0002,00002
00000,00001,00000,00004
00002,00001,-0001,00002
00000,00001,-0002,00002
