delta1,delta2,delta3,delta4
00001,00001,00000,00002
00002,00000,00000,00002
00001,00000,-0001,00000
00002,00002,-0001,00002
-0001,00000,-0001,00002
00001,00003,-0001,00001
00000,00001,00001,00005
00002,00003,-0002,00001
00001,00003,-0001,00002
00002,00002,00000,00004
00005,00002,-0001,00004
00006,00006,00004,00006
00009,00009,00007,00011
00013,00015,00014,00016
00022,00023,00023,00020
00018,00022,00026,00022
00018,00011,00030,00025
00018,00011,00029,00027
00018,00011,00033,00031
00018,00011,00028,00022
00018,00023,00025,00022
00018,00017,00025,00022
00013,00014,00017,00018
00011,00011,00010,00012
00011,00011,00010,00013
00011,00011,00010,00012
00011,00011,00007,00010
00011,00011,00006,00007
00011,00011,00006,00008
00005,00005,00004,00006
00003,00004,00002,00005
00004,00002,00001,00003
00004,00002,00001,00001
00003,00001,00001,00004
00001,00002,-0001,00002
00000,00000,00000,00000
00002,00001,-0001,00001
00002,00000,-0001,00001
00001,00001,-0001,00000
-0001,00004,00002,00001
-0001,00001,00000,00001
00001,00001,-0001,00001
00002,00002,00000,00001
00003,00001,00000,00002
00001,00000,-0002,00001
00002,00003,00000,00002
00000,00002,-0003,00002
00000,00000,00000,00002
00002,00000,-0001,00003
-0001,00003,00001,-0001
00000,00001,00000,00001
-0001,00001,-0001,00002
-0001,00001,-0001,00000
-0001,00001,00001,00001
00001,00001,-0001,00002
