delta1,delta2,delta3,delta4
-0002,00002,00001,00000
-0001,00001,00000,00002
00007,00001,-0002,00002
00001,00001,00000,00002
00001,00002,00001,00006
00003,00002,00000,00003
00000,00001,00000,00003
00006,00003,00002,00006
00004,00002,00004,00008
00008,00010,00010,00011
00012,00011,00015,00015
00014,00014,00017,00022
00014,00014,00017,00020
00014,00014,00018,00021
00014,00014,00018,00023
00014,00014,00018,00016
00015,00015,00017,00019
00012,00008,00012,00019
00014,00010,00012,00015
00009,00011,00009,00013
00007,00009,00010,00014
00008,00008,00008,00011
00007,00008,00007,00011
00010,00006,00007,00011
00008,00008,00005,00011
00007,00008,00005,00011
00006,00005,00006,00011
00005,00005,00004,00008
00005,00002,00001,00010
00005,00004,00004,00007
00003,00004,00001,00006
00002,00004,00002,00004
00000,00003,00001,00007
00000,00003,00002,00003
00001,00005,00000,00000
-0004,00006,00001,00001
00002,00001,00000,00003
-0001,00000,00000,00003
00001,-0001,-0002,00002
-0001,00000,00000,00003
00000,00004,00001,00002
00001,00001,00000,00002
00003,00002,00000,00002
00000,00000,00001,00003
-0002,00000,00001,00000
00001,00001,00001,00004
00002,00002,-0001,00002
00001,-0001,00001,00004
-0003,00000,00000,00003
-0002,00002,00000,00002
-0001,00001,00000,00001
-0002,00000,00001,00003
00001,00000,-0001,00001
00000,-0003,-0001,00002
00003,00001,-0001,00004
