delta1,delta2,delta3,delta4
00001,00002,00000,00003
00002,00000,-0001,00003
00000,00002,-0001,00002
00002,00003,00000,00002
00000,00001,00001,00001
00002,00000,00000,00003
00000,00000,-0001,00001
00001,00002,00001,00004
00001,00001,00000,00002
00001,00001,00001,00003
00004,00003,00001,00005
00004,00004,00003,00005
00006,00005,00004,00009
00010,00007,00011,00016
00013,00013,00017,00023
00013,00013,00017,00024
00013,00013,00017,00027
00013,00013,00017,00028
00013,00013,00017,00030
00013,00013,00017,00032
00017,00019,00026,00033
00017,00019,00030,00033
00017,00019,00027,00033
00017,00019,00027,00033
00017,00019,00026,00033
00017,00019,00024,00033
00016,00015,00025,00027
00015,00015,00020,00024
00014,00013,00018,00023
00013,00011,00013,00020
00013,00011,00013,00020
00013,00011,00011,00020
00013,00011,00010,00020
00013,00011,00010,00020
00013,00011,00008,00020
00009,00007,00010,00014
00009,00007,00010,00013
00009,00007,00010,00013
00009,00007,00010,00011
00009,00007,00010,00010
00009,00007,00010,00010
00006,00005,00004,00011
00005,00005,00004,00009
00006,00004,00003,00008
00002,00003,00002,00008
00001,00003,00002,00006
00005,00003,00002,00003
00001,00001,00002,00004
00002,00002,00000,00004
00001,00000,00000,00004
00001,00000,-0001,00005
00001,00001,00001,00004
00002,00002,00000,00004
00000,00002,00000,00003
00002,00000,-0001,00003
