delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0001,-002,-001,0000,0001,0001,0001,0002
0000,0001,0000,-001,0000,0000,0001,0001,0002
0000,0001,0000,-001,0000,0002,-001,0001,0001
0000,0001,0002,0000,0001,0002,-001,0002,0001
0000,0001,0002,0000,0001,0002,0000,0002,0002
0002,0001,0003,0000,0000,-003,0001,0003,0002
0002,0001,0001,-001,0000,-003,0002,0003,0002
0002,0002,0002,0000,0001,0001,0002,0003,0002
0004,0003,0002,0002,0004,0001,0002,0002,0003
0002,0003,0003,0002,0007,0002,0003,0004,0002
0005,0009,0003,0002,0009,0002,0002,0008,0004
0005,0012,0003,0003,0012,0003,0003,0008,0002
0005,0018,0004,0003,0016,0004,0003,0010,0004
0006,0019,0004,0003,0019,0003,0003,0011,0003
0006,0021,0004,0003,0020,0003,0003,0012,0004
0007,0022,0004,0005,0022,0003,0004,0012,0004
0007,0022,0004,0005,0020,0002,0004,0012,0004
0006,0017,0002,0005,0020,0004,0004,0012,0003
0006,0014,0002,0005,0018,0004,0003,0009,0003
0004,0011,0002,0003,0014,0004,0002,0008,0002
0004,0009,0003,0002,0008,0001,0002,0007,0002
0004,0008,0002,0002,0006,0001,0003,0005,0002
0004,0003,0002,0001,0006,0000,0003,0005,0003
0001,0003,0001,0000,0002,0000,0002,0004,0003
0001,0003,0001,0000,0002,0000,0001,0004,0003
0001,0002,0000,0000,0002,0000,0002,0003,0003
0001,0002,0002,-001,0002,-001,0001,0002,0000
0001,0001,0001,-002,0000,0000,0001,0002,0002
0001,0002,0001,-001,0000,0001,0001,0002,0001
0001,0001,0001,-001,0000,0001,0001,0002,0002
0002,0001,0002,-001,0001,0001,0001,0002,0001
0002,0001,0002,-001,0000,0001,0003,0001,0001
0001,0000,0002,-001,0000,0001,0003,0001,0001
0001,0000,0000,-001,0000,0001,0000,0001,0001
0001,0001,-002,-002,0000,0000,0000,0001,0001
0001,0001,-002,0001,0000,0000,0000,0002,0001
0001,0000,0001,-001,0000,0000,-001,0002,0002
0002,-001,0001,-001,0000,-001,-001,0002,0002
0002,-001,0002,-001,0000,-001,-001,0001,0002
0002,-001,0003,-003,0000,-001,-001,0000,0001
0001,-001,0003,-002,0000,-001,-001,0000,0001
0002,-001,0001,-002,0003,0000,-001,0000,0001
0002,0000,0001,-001,0003,-001,-002,0000,0001
0002,0000,0000,-001,0000,-001,-002,0000,0001
0002,0000,0002,-001,-001,-001,-002,0000,0001
0001,0000,0002,-001,-001,-001,-001,0001,0003
0001,0000,0002,-001,0001,-001,-001,0000,0003
0001,0000,0001,-001,0001,-001,0001,0000,0002
0001,0000,0001,-001,0000,-001,-001,0000,0000
0001,0000,0001,-001,0000,-001,-001,0000,0000
0000,0003,0001,-001,0000,-001,-001,0002,0000
0000,0002,0002,-001,0001,-001,0001,0002,0002
0001,0002,0002,-001,0000,-003,0001,0002,0002
0002,0002,0001,-001,0000,0000,0001,0002,0001
0002,0000,0001,-001,-001,0000,-001,0002,0001
