delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0000,0001,0001,-001,0000,0000,0000,0001
0001,-001,0001,0001,-001,-001,0000,0000,0001
-001,-001,0001,0000,-001,-001,0000,0000,0004
0001,0001,0000,0001,0000,0001,0001,0000,0004
0001,0001,0002,0001,0000,0001,0001,0000,0000
0001,0000,0002,0001,0000,0001,0002,0000,0000
0002,0000,0002,0001,0000,0000,0001,0002,0000
0002,0001,0000,0001,0001,0001,0001,0002,0000
0002,0002,0000,0001,0001,0001,0001,0001,0000
0002,0003,0001,0001,0004,0001,0002,0001,0002
0004,0004,0003,0003,0006,0002,0003,0004,0002
0004,0006,0003,0004,0006,0002,0003,0005,0005
0004,0010,0003,0004,0010,0003,0003,0007,0005
0003,0014,0004,0004,0016,0005,0003,0010,0005
0003,0017,0005,0005,0024,0005,0003,0014,0005
0004,0025,0005,0005,0030,0006,0003,0018,0005
0004,0028,0004,0004,0032,0006,0002,0018,0004
0004,0028,0004,0004,0032,0006,0002,0018,0004
0004,0029,0004,0004,0032,0006,0002,0018,0004
0004,0029,0004,0004,0032,0006,0002,0018,0004
0004,0027,0004,0004,0032,0006,0002,0018,0004
0004,0026,0004,0004,0030,0006,0002,0018,0004
0004,0024,0004,0004,0026,0006,0004,0017,0003
0004,0019,0004,0004,0023,0005,0004,0014,0003
0006,0014,0004,0003,0016,0005,0004,0012,0004
0006,0014,0004,0003,0016,0005,0004,0012,0004
0006,0010,0004,0003,0013,0005,0004,0012,0004
0006,0010,0004,0003,0013,0005,0004,0012,0004
0006,0010,0004,0003,0011,0005,0004,0012,0004
0006,0008,0004,0003,0010,0005,0004,0012,0004
0006,0008,0004,0003,0010,0005,0004,0012,0004
0004,0008,0004,0003,0007,0002,0004,0005,0004
0004,0007,0002,0004,0005,0002,0005,0004,0004
0003,0004,0001,0004,0005,0002,0003,0004,0002
0002,0003,0001,0001,0002,0002,0002,0002,0003
0002,0001,0003,0000,0002,0002,0002,0001,0003
0001,0000,0003,0001,0002,0001,0002,0001,0003
0001,0000,0001,0000,0001,0001,0002,0001,0002
0001,0000,0001,0000,0000,0001,0001,0001,0000
0001,0000,0001,0000,0000,0001,0001,0000,0000
0001,0000,0001,0000,0000,-001,0001,-001,0000
0002,0000,0001,0000,0000,-002,0000,-001,0000
0000,0000,0001,-001,0000,-001,0000,-001,0001
0001,0002,0001,-002,-002,-002,0003,0002,0001
0001,0000,-003,-002,-002,-001,0003,0002,0002
0001,0000,0000,0001,0000,0000,0001,0001,0001
0001,0000,0000,0001,0000,0000,0000,0000,0001
0001,0000,0000,0001,0000,0001,-001,0001,0001
0001,-001,0001,0001,0001,0000,-001,0000,0001
0001,-001,-001,0000,0001,0000,-001,0000,0001
0001,0000,0000,0000,0001,0000,0000,-001,0001
0000,0000,-001,0000,-001,0000,0000,-001,0000
0000,0000,0000,0000,0000,-001,0000,-001,0002
0000,0000,0001,0000,-001,0001,0000,0000,0000
0001,0000,0001,0001,0000,-001,0000,0000,0001
