delta1,delta2,delta3,delta4
-0001,-0002,00001,00000
-0002,-0001,00001,-0001
-0001,-0001,00000,-0001
-0002,-0001,00001,-0001
-0001,00001,-0001,00000
-0001,00000,00000,-0001
-0001,00001,-0001,-0001
-0001,-0002,00000,00002
00000,00001,00002,-0001
00002,00002,00001,00000
-0001,00001,00003,00003
00002,00003,00003,00003
00008,00008,00007,00009
00014,00016,00017,00017
00026,00027,00035,00035
00028,00032,00043,00042
00031,00036,00052,00050
00035,00042,00060,00055
00036,00042,00069,00063
00037,00044,00075,00066
00038,00046,00077,00062
00032,00040,00065,00054
00027,00031,00049,00043
00021,00025,00032,00029
00016,00018,00023,00020
00011,00015,00016,00016
00005,00015,00016,00016
00009,00011,00016,00016
00006,00008,00016,00016
00008,00006,00016,00016
00007,00008,00016,00016
00016,00010,00007,00014
00016,00010,00005,00005
00016,00010,00004,00004
00016,00010,00003,00004
00016,00010,00003,00002
00016,00010,00004,00002
00002,00002,00003,00000
00001,-0002,00001,00000
-0003,00001,-0001,00002
-0002,00000,00002,00001
-0001,-0003,00000,-0001
-0002,00000,00003,00002
00008,00000,00002,00000
-0002,00001,00000,00000
-0003,00000,00000,-0001
-0002,00004,00001,-0001
00001,00000,00000,-0001
00001,00002,00004,00002
00000,00001,00000,-0001
-0002,00001,00001,00000
00003,-0001,00000,-0003
00000,-0001,00001,00000
-0001,-0001,00001,00000
-0003,00000,00000,-0002
