delta1,delta2,delta3,delta4
00003,00002,00001,00002
00002,00002,00002,-0001
-0004,00002,00002,00000
00003,00002,00000,00001
00001,00001,00001,00001
00000,00001,00001,00001
00003,00001,00001,-0001
00000,00002,00003,-0001
00001,00002,00001,00001
00001,00006,00002,00002
00002,00001,00001,00003
00004,00004,00004,00005
00010,00007,00008,00008
00013,00014,00014,00017
00020,00023,00024,00018
00023,00023,00029,00018
00024,00022,00031,00018
00026,00026,00035,00018
00028,00027,00036,00018
00027,00028,00040,00018
00030,00031,00042,00036
00030,00031,00042,00038
00030,00031,00042,00040
00030,00031,00042,00040
00030,00031,00042,00042
00030,00031,00042,00040
00028,00028,00047,00039
00023,00023,00032,00028
00018,00016,00019,00021
00011,00012,00010,00013
00011,00009,00010,00011
00008,00007,00007,00009
00009,00006,00005,00009
00007,00006,00005,00007
00004,00005,00006,00006
00008,00005,00004,00006
00007,00003,00001,00003
00002,00003,00003,00004
-0001,00003,00000,00001
00004,00002,00001,00002
00000,00002,00000,00001
00001,00002,00001,00001
00002,00002,00001,00001
00003,00001,00001,00001
00003,00000,00002,00000
00002,00000,00001,00001
00000,00000,00000,00002
00001,00001,00001,-0001
00001,00000,00002,00002
00001,-0001,00000,00001
00000,00000,00001,00002
00001,00001,00001,00000
00003,00001,00001,00000
00000,00001,00002,00001
00002,-0003,00001,00003
