delta1,delta2,delta3,delta4
00002,00000,-0001,00000
00000,00000,00003,00000
00002,00001,00002,00001
00003,-0001,00001,00000
00001,00000,00002,00001
00001,00001,00002,00002
-0002,00003,00001,00001
00004,00002,00001,00003
00003,00006,00004,00007
00011,00010,00010,00008
00013,00013,00017,00014
00020,00017,00020,00017
00016,00017,00021,00017
00016,00017,00019,00017
00021,00013,00023,00018
00016,00013,00020,00018
00017,00018,00020,00021
00017,00018,00021,00018
00017,00018,00021,00018
00017,00018,00022,00018
00017,00018,00021,00018
00017,00018,00022,00018
00014,00014,00022,00020
00014,00014,00022,00021
00014,00014,00022,00019
00013,00013,00018,00018
00010,00009,00012,00015
00010,00009,00010,00015
00010,00009,00011,00015
00010,00009,00006,00015
00010,00009,00008,00015
00010,00009,00009,00015
00008,00004,00006,00007
00005,00003,00004,00006
00003,00003,00003,00002
00002,00003,00001,00004
00003,00002,00001,00002
00002,00001,-0001,00001
00002,00000,00002,00002
00002,00001,00001,00000
00002,00001,00001,00001
00003,00000,00001,00001
00002,00001,00001,00004
00001,00000,00002,00002
00003,00000,00001,00002
00002,00000,00001,00001
00000,00000,00001,00000
00001,00000,00001,00002
-0001,00000,00001,00000
00000,-0001,00002,00002
-0001,00001,00000,00001
00002,00001,00001,-0001
00001,00006,00002,-0004
00003,00001,00000,00000
00001,00002,00001,-0001
