delta1,delta2,delta3,delta4
-0001,00000,00000,00000
-0001,-0002,00000,00000
-0001,-0001,00001,00001
00000,-0001,00001,00002
00000,00002,00001,00000
00001,-0001,-0001,00001
00000,00001,00001,00000
-0002,00000,00001,00001
00002,00001,00000,00001
00003,00001,00001,00000
00000,00000,00002,00004
00003,00002,00002,00003
00004,00006,00008,00008
00010,00012,00015,00013
00019,00025,00028,00021
00019,00028,00035,00025
00019,00032,00038,00028
00019,00032,00045,00031
00019,00039,00050,00033
00019,00036,00051,00033
00021,00037,00054,00033
00024,00037,00054,00033
00024,00037,00054,00033
00021,00037,00054,00033
00022,00037,00054,00033
00019,00037,00054,00033
00021,00026,00039,00026
00017,00026,00039,00026
00015,00023,00028,00025
00016,00021,00025,00019
00015,00021,00022,00017
00015,00015,00021,00020
00015,00016,00021,00020
00010,00017,00021,00017
00016,00021,00022,00014
00016,00021,00022,00020
00012,00017,00020,00016
00010,00014,00019,00014
00010,00014,00019,00023
00010,00013,00019,00023
00010,00015,00019,00023
00010,00011,00019,00023
00010,00008,00019,00023
00012,00014,00017,00014
00012,00014,00017,00013
00012,00014,00017,00017
00010,00014,00016,00014
00010,00014,00016,00013
00010,00014,00016,00013
00010,00014,00016,00013
00010,00014,00016,00012
00010,00014,00016,00011
00008,00013,00011,00012
00008,00013,00012,00012
00008,00013,00012,00012
