delta1,delta2,delta3,delta4
00001,00002,00000,00001
00000,00000,00002,00001
00000,00001,00001,00001
00002,00000,00000,-0001
00002,00001,00002,00001
00003,00000,00001,00000
00002,00001,00002,00004
00000,-0002,00001,00002
00003,00002,00000,00002
00003,00001,00003,00003
00004,00003,00004,00006
00008,00012,00008,00008
00011,00013,00019,00016
00018,00016,00021,00021
00018,00016,00022,00028
00018,00016,00024,00025
00018,00016,00023,00024
00018,00016,00019,00019
00017,00017,00016,00017
00014,00012,00011,00015
00011,00009,00008,00011
00006,00005,00004,00008
00008,00007,00004,00007
00005,00004,00004,00006
00005,00003,00004,00005
00004,00002,00003,00003
-0002,00003,00002,00002
00003,00002,00002,00002
00004,00004,00001,00003
00003,00004,00001,00002
00001,00000,00001,00001
-0001,-0002,00002,00002
00000,00001,00001,00000
00000,00002,00002,00000
00003,00002,00001,00002
00004,-0002,00001,-0001
00003,00001,00000,-0001
-0001,00001,00002,-0001
00002,00001,00000,00000
00002,00001,00001,00000
00000,00001,00001,00001
00000,00000,00001,-0001
-0002,00001,00001,00001
-0001,00000,00001,00000
00001,00000,00002,00000
00001,00001,00002,00000
00002,00001,00001,00000
00001,00000,00001,00000
00002,00003,00001,00000
00002,00001,00001,00000
-0004,00001,00002,00001
00000,00001,00000,00000
00003,00001,00002,-0001
00000,00001,00001,00000
-0002,-0002,-0001,-0001
