delta1,delta2,delta3,delta4
00002,-0001,00000,00000
00001,00001,00002,00003
00000,00001,00001,00001
00003,00002,00000,00000
00000,00000,00000,00000
00002,00001,00001,00001
00002,-0001,00001,00001
00002,00000,00000,00002
-0001,00002,00000,00000
00002,00002,00002,00000
00004,00004,00000,00001
00006,00006,00001,00002
00007,00006,00005,00008
00012,00012,00015,00016
00021,00020,00036,00026
00021,00020,00036,00035
00026,00020,00039,00036
00024,00026,00041,00036
00028,00026,00038,00034
00028,00027,00036,00029
00028,00022,00036,00029
00028,00024,00036,00029
00023,00021,00028,00024
00021,00017,00024,00020
00013,00013,00016,00017
00013,00010,00016,00017
00011,00009,00016,00017
00014,00011,00016,00017
00011,00007,00016,00017
00014,00010,00016,00017
00010,00005,00008,00010
00010,00005,00008,00009
00010,00005,00006,00009
00010,00005,00005,00007
00010,00005,00006,00008
00010,00005,00004,00006
00004,00007,00002,00003
00008,00002,00003,00004
00003,00002,00002,00003
00001,00000,00002,00003
00002,00001,00002,00002
00002,00000,00002,00002
00000,00004,00002,00000
00004,00001,00001,-0001
00001,00000,00002,00002
-0001,00002,-0001,00002
00004,00002,00000,-0003
00002,00001,00000,00000
00002,00000,00000,00000
00003,00000,00000,00002
00001,-0003,-0004,00003
00000,00000,00000,00001
00000,-0002,00001,00001
00001,00001,00001,00000
00002,00001,00001,00000
