delta1,delta2,delta3,delta4
-0002,00001,00000,00000
00001,00000,00000,00001
00000,00000,00001,00001
-0002,00001,00001,00001
-0001,-0001,00002,00000
00000,-0001,00002,00001
00002,00000,-0001,00000
00000,-0001,-0001,-0003
-0002,-0001,00001,-0002
00000,-0001,00000,00000
00002,00002,00001,00003
00003,00004,00003,00005
00006,00005,00008,00010
00010,00008,00012,00016
00017,00014,00018,00023
00017,00014,00018,00025
00017,00014,00018,00026
00017,00014,00018,00027
00017,00014,00018,00030
00017,00014,00018,00029
00017,00015,00021,00027
00017,00015,00019,00027
00015,00013,00020,00024
00015,00013,00017,00024
00015,00010,00014,00019
00011,00008,00010,00016
00008,00006,00008,00013
00008,00006,00008,00011
00008,00006,00008,00009
00008,00006,00008,00007
00008,00006,00008,00008
00008,00006,00008,00006
00005,00002,00003,00004
00000,00001,00001,00003
00001,00000,00001,00002
-0001,00001,00001,00002
00001,-0001,00001,00003
00002,00001,-0001,00000
-0001,-0001,00000,00001
-0001,00000,-0002,00000
00000,-0001,-0001,00001
-0001,-0001,00000,-0001
-0001,00001,-0001,-0001
-0002,-0001,00000,00000
00002,-0001,-0001,00001
00000,00002,00000,00000
00000,00001,-0001,-0002
00000,-0001,00001,00000
-0002,-0001,-0001,-0001
-0001,00000,-0001,-0001
-0002,00000,-0001,00000
-0002,00001,-0001,-0001
-0001,00000,-0001,00001
-0004,00001,00000,00000
-0002,-0001,00000,00000
