delta1,delta2,delta3,delta4
00002,00002,00001,00001
00001,00000,00001,00001
00000,00001,00001,00001
00000,00002,00000,00001
00001,00001,00001,00001
00001,00002,-0001,00000
00002,-0001,00001,00001
00000,00001,00002,00001
00006,00003,00001,00002
00000,00002,00000,-0001
00002,00003,00004,00002
00005,00005,00005,00008
00012,00012,00011,00013
00015,00015,00020,00019
00015,00015,00024,00019
00015,00015,00021,00019
00015,00015,00018,00019
00018,00018,00024,00028
00018,00018,00025,00026
00018,00018,00023,00025
00018,00018,00023,00024
00018,00018,00020,00022
00018,00018,00020,00019
00018,00018,00014,00019
00009,00010,00011,00015
00012,00008,00008,00010
00007,00005,00004,00007
00005,00005,00003,00004
00014,00004,00001,00004
00003,00004,00003,00004
00003,00001,00001,00001
00005,00000,00000,00001
00001,00002,00000,00000
00000,-0002,00001,00003
00000,-0001,-0001,-0001
-0002,00001,00000,00000
00000,00000,00000,00002
00000,-0001,-0003,-0003
00002,00001,-0001,-0002
-0002,-0002,-0001,-0002
-0001,00000,-0001,-0001
00001,00000,-0001,00000
00000,-0001,00000,00000
00001,-0005,00000,-0001
-0001,00000,00001,-0001
-0003,-0001,00000,00000
-0001,00001,-0002,00000
00001,00000,00001,00000
00001,00002,-0002,00000
-0001,-0002,00000,-0001
00002,00001,00000,00000
00002,00000,00002,-0001
-0001,00000,00002,00000
00001,00000,00000,00001
00000,-0001,00001,00001
