delta1,delta2,delta3,delta4
-0001,00000,00000,00001
00001,00000,00000,00000
00001,00002,00001,00001
-0001,00000,00001,00001
00000,00000,00001,00001
00001,00001,00000,00000
00002,00001,00001,00001
00002,-0001,00002,00001
00002,-0005,00000,00001
00003,00003,00002,00001
00005,00005,00004,00004
00010,00003,00003,00007
00010,00012,00010,00013
00016,00017,00019,00019
00020,00022,00024,00024
00023,00023,00025,00027
00021,00020,00026,00026
00022,00020,00026,00029
00021,00022,00027,00029
00020,00022,00026,00026
00020,00023,00026,00026
00018,00022,00026,00026
00018,00020,00026,00026
00019,00019,00022,00022
00018,00020,00022,00016
00018,00019,00022,00016
00018,00016,00020,00022
00017,00018,00020,00018
00014,00015,00016,00017
00012,00011,00012,00014
00012,00011,00011,00012
00012,00011,00011,00001
00012,00011,00008,00009
00012,00011,00009,00009
00012,00011,00005,00009
00006,00005,00006,00002
00003,00005,00002,00003
00005,00003,00001,00002
00002,00001,00001,00000
00001,-0001,00001,-0002
-0002,00000,00000,00002
00000,-0001,00002,00001
00000,00002,00002,00001
-0001,00000,00002,00001
-0002,-0001,00000,-0002
00001,00000,00001,00001
-0002,00000,-0001,00000
-0002,00001,00001,00000
00000,-0001,00000,-0001
00002,00000,00001,00000
-0002,00001,00001,00000
00000,00000,00000,-0002
00000,00002,00001,00001
-0001,00001,00000,00000
-0001,00000,00000,-0001
