delta1,delta2,delta3,delta4
-0001,00000,00000,00001
-0001,00000,00000,00002
-0001,-0001,00000,00001
00000,00000,00000,00001
00000,-0001,-0002,00001
00000,00000,-0001,00002
00004,00000,00001,00000
-0001,00000,00000,00000
00000,-0001,00001,00002
00002,00001,00000,00002
00004,00003,00001,00005
00005,00004,00004,00008
00011,00009,00007,00012
00015,00013,00013,00018
00020,00014,00019,00025
00018,00014,00019,00027
00018,00014,00019,00025
00018,00014,00019,00032
00018,00014,00019,00026
00018,00014,00019,00025
00021,00015,00018,00023
00018,00015,00018,00023
00018,00015,00017,00025
00018,00014,00019,00027
00017,00013,00019,00023
00017,00015,00017,00024
00016,00013,00015,00023
00014,00012,00013,00019
00014,00011,00016,00020
00012,00011,00012,00018
00011,00011,00013,00019
00011,00011,00011,00019
00012,00011,00012,00019
00012,00010,00011,00016
00012,00010,00012,00017
00010,00007,00009,00014
00010,00007,00009,00012
00010,00007,00009,00014
00010,00007,00009,00012
00010,00007,00009,00011
00010,00007,00009,00012
00010,00006,00007,00012
00008,00004,00005,00010
00007,00005,00002,00007
00004,00004,00003,00005
00004,00003,00000,00003
00003,00002,00001,00003
00002,00000,00001,00004
00002,00002,00000,00003
-0001,-0001,00000,00001
00001,00000,-0002,00001
-0002,00001,00000,-0001
00001,00001,00000,00001
-0002,-0003,00000,00003
-0001,00002,-0003,00000
