delta1,delta2,delta3,delta4
00002,00001,00000,00001
00003,00001,-0001,00001
00001,-0005,00001,00001
00000,00000,-0001,00001
-0002,00000,00000,00002
00000,00001,00000,00000
00003,00000,00000,00000
-0001,00001,00000,-0001
00000,00000,00000,00001
00002,00001,-0001,00004
00005,00002,00001,00005
00008,00005,00003,00007
00011,00006,00007,00011
00018,00013,00013,00021
00018,00013,00013,00024
00018,00013,00013,00028
00018,00013,00013,00035
00018,00013,00013,00040
00018,00013,00013,00046
00029,00026,00046,00052
00031,00027,00047,00052
00029,00029,00051,00052
00033,00029,00053,00052
00032,00029,00057,00052
00034,00031,00056,00052
00035,00030,00055,00065
00033,00032,00055,00064
00031,00029,00047,00057
00029,00025,00037,00049
00026,00022,00033,00043
00026,00019,00028,00038
00021,00020,00024,00034
00021,00017,00024,00031
00019,00014,00023,00027
00019,00014,00023,00027
00019,00014,00023,00027
00019,00013,00023,00027
00019,00012,00023,00027
00019,00012,00023,00027
00016,00013,00017,00024
00015,00012,00017,00020
00014,00012,00017,00020
00013,00012,00017,00020
00010,00012,00017,00020
00013,00012,00017,00020
00012,00012,00017,00020
00009,00008,00009,00015
00009,00008,00009,00013
00009,00008,00009,00013
00009,00008,00006,00013
00009,00008,00008,00011
00009,00008,00008,00011
00009,00008,00003,00009
00004,00003,00002,00007
00004,00002,00001,00005
