delta1,delta2,delta3,delta4
00001,-0003,00002,-0001
00001,00000,00001,-0001
00000,00002,00001,-0001
00001,00001,00000,00001
00001,00000,00001,-0001
00002,00003,00001,00002
-0002,00000,00000,00002
00002,00000,00002,00002
00002,00002,00001,00000
00002,00002,00002,00001
00002,00002,00002,00002
00003,00004,00003,00004
00008,00007,00006,00008
00013,00011,00015,00017
00019,00018,00026,00028
00019,00018,00030,00033
00019,00018,00033,00035
00019,00018,00036,00039
00019,00018,00038,00042
00019,00018,00046,00045
00028,00025,00044,00045
00030,00028,00044,00045
00029,00028,00044,00045
00026,00025,00044,00045
00027,00025,00044,00045
00024,00023,00044,00045
00023,00024,00036,00039
00019,00019,00028,00029
00021,00019,00019,00020
00012,00014,00014,00018
00012,00012,00014,00018
00014,00009,00011,00018
00012,00009,00010,00018
00012,00008,00014,00018
00008,00006,00009,00018
00010,00009,00009,00012
00010,00009,00009,00010
00010,00009,00009,00009
00010,00009,00009,00009
00010,00009,00009,00009
00010,00009,00009,00007
00009,00005,00005,00009
00007,00005,00004,00006
00005,00004,00003,00004
00005,00004,00003,00004
00003,00003,00004,00005
00004,00003,00002,00004
00003,00002,00001,00001
00003,00002,00003,00002
00001,00002,00001,00002
00005,-0001,00001,00002
00001,00001,00001,00002
00002,00001,00002,00001
00001,00000,00001,00000
00000,00001,00000,00001
