delta1,delta2,delta3,delta4
00000,00000,00000,00002
00001,00002,-0001,00000
00001,00001,00001,00001
00000,00000,00000,00002
00001,00003,-0001,00001
00006,00008,00003,00006
00007,00006,00005,00010
00010,00008,00008,00010
00012,00012,00011,00014
00015,00013,00017,00017
00018,00017,00020,00019
00018,00017,00021,00019
00018,00017,00019,00019
00017,00015,00017,00022
00017,00015,00017,00023
00017,00015,00017,00017
00019,00016,00017,00020
00019,00016,00017,00021
00019,00016,00017,00016
00019,00015,00016,00018
00017,00013,00014,00017
00017,00014,00013,00018
00014,00013,00014,00016
00014,00012,00014,00016
00013,00013,00012,00016
00012,00011,00012,00015
00013,00009,00011,00013
00011,00008,00009,00014
00015,00006,00008,00008
00009,00007,00008,00010
00009,00007,00006,00010
00008,00006,00006,00008
00007,00005,00004,00006
00004,00002,00003,00005
00005,00000,00003,00002
00004,00002,00000,00005
00002,00000,00000,00003
00000,00002,00001,00002
00001,00001,00000,00001
00001,-0003,00000,00001
00002,00001,00001,00001
-0001,00000,-0001,00000
00001,00001,-0001,00001
00000,00001,-0002,00002
00000,00000,00000,-0002
00000,-0001,-0001,00001
-0004,-0001,00000,00002
00002,-0002,00000,00000
00002,00000,00000,00000
00001,-0002,00000,00001
-0001,-0002,00000,00001
00001,00000,00000,-0001
00001,00000,00002,00003
00000,-0001,00002,00001
-0002,00000,00002,00001
