delta1,delta2,delta3,delta4
00002,00001,00000,00001
00004,-0001,00002,00003
00002,00002,00001,00000
-0001,00004,00000,00002
00002,00001,00001,00000
00002,00001,00002,00002
00002,00002,00001,00001
00002,00001,00001,00002
00004,00000,00001,00001
00002,00001,00001,00002
00004,00001,00003,00004
00005,00002,00002,00003
00008,00004,00004,00007
00013,00011,00014,00015
00020,00021,00034,00035
00025,00027,00045,00048
00029,00027,00063,00053
00034,00030,00086,00064
00031,00037,00119,00073
00041,00042,00168,00081
00041,00044,00310,00086
00034,00045,01151,00080
00038,00046,00202,00076
00030,00034,00071,00048
00026,00017,00035,00031
00016,00013,00016,00017
00016,00009,00016,00017
00016,00009,00016,00017
00016,00005,00016,00017
00016,00004,00016,00017
00016,00004,00016,00017
00009,00004,00004,00004
00005,00004,00004,00006
00005,00004,00003,00005
00002,00004,00002,00004
00004,00004,00002,00005
00004,00004,00003,00003
00005,00000,00005,00001
-0002,00002,00001,00002
00003,00001,00000,00003
00004,00002,00001,00001
00001,00002,00001,00000
-0002,00003,00000,00001
00003,-0001,00002,00004
-0001,00000,00001,00002
00004,00000,00001,00001
00004,00002,00000,00000
00001,00000,00001,00002
00003,00001,00001,00001
00002,00001,00000,00000
00001,-0001,00001,00000
00000,00000,00001,00001
00000,00000,00001,00000
00000,00001,00001,00000
00005,00001,00002,00002
