delta1,delta2,delta3,delta4
00000,-0001,-0001,00000
-0001,00000,00000,00001
00000,00000,00000,00001
00000,00002,00003,00004
00000,00001,-0001,00000
-0001,-0001,00002,-0002
-0001,-0001,00001,00001
00000,00001,00001,00003
00000,00000,00002,00001
00000,00001,00003,00001
00004,00005,00004,00006
00006,00006,00005,00007
00009,00017,00016,00015
00018,00021,00021,00021
00018,00022,00025,00023
00018,00025,00026,00024
00018,00024,00027,00025
00018,00027,00029,00026
00018,00027,00030,00025
00021,00025,00029,00028
00022,00025,00029,00028
00020,00025,00029,00028
00020,00020,00025,00030
00015,00020,00025,00030
00015,00020,00020,00018
00012,00014,00014,00015
00012,00012,00015,00014
00012,00015,00016,00014
00012,00013,00016,00016
00012,00013,00016,00016
00012,00012,00016,00016
00012,00015,00015,00014
00012,00015,00014,00014
00012,00015,00015,00010
00012,00015,00012,00014
00012,00015,00013,00011
00012,00015,00013,00013
00009,00012,00013,00013
00010,00010,00010,00010
00005,00006,00005,00006
00007,00005,00005,00004
00004,00003,00003,00003
00001,00002,00002,00003
00001,00002,00002,00000
00000,-0001,00001,00001
-0003,00000,00000,00000
00001,-0001,00002,00002
00000,00000,00000,-0001
00001,00001,00000,00001
00000,00001,-0001,00000
00000,-0001,00001,00002
00000,00001,-0002,-0006
-0002,-0001,00001,-0001
00000,00001,-0001,00000
00000,-0001,00000,00001
