delta1,delta2,delta3,delta4
00001,00000,00001,00003
00001,00001,00000,00001
00001,00001,00003,00002
00000,00000,00001,-0001
00001,00004,00002,00002
00000,00000,00002,00000
00001,00002,00001,-0001
00002,00002,00004,00001
00000,00002,00000,00001
00002,00003,00001,00002
00004,00002,00001,00001
00007,00002,00004,00005
00011,00011,00009,00009
00019,00017,00014,00016
00023,00021,00024,00025
00024,00024,00025,00024
00023,00021,00026,00027
00024,00021,00025,00024
00023,00020,00023,00025
00019,00020,00022,00023
00019,00017,00022,00023
00018,00009,00017,00010
00018,00009,00017,00011
00018,00009,00017,00011
00018,00009,00017,00007
00018,00009,00017,00009
00018,00009,00017,00007
00008,00008,00005,00007
00008,00008,00008,00007
00008,00008,00005,00007
00008,00008,00005,00007
00008,00008,00004,00007
00008,00008,00004,00007
00005,00001,00007,00004
00004,00004,00004,00005
00002,00003,00002,00005
00002,00002,00002,00001
00005,00000,00001,00001
00003,00001,00000,00001
00000,00001,00001,00002
00002,-0001,00003,00001
00002,00001,00000,00001
00000,00001,00000,00001
00002,00001,00001,00000
00002,00001,00001,00001
00003,00001,00000,-0001
00000,00001,00002,00002
00003,00002,00001,00003
00000,00000,00002,00001
00000,-0001,00000,00002
00001,00000,00001,00003
00002,00002,00000,00001
00003,00000,00000,00000
00002,00002,00001,00001
00006,-0001,00000,00001
