delta1,delta2,delta3,delta4
00000,00000,-0002,-0005
00001,00000,00000,-0002
00001,00001,00000,-0001
00001,00000,00002,00003
-0001,00001,00000,00000
00000,-0001,00002,00002
00000,00001,00000,-0001
00000,-0001,00001,00000
00002,00001,00000,00000
00002,00000,00001,-0001
00005,00003,00001,00004
00004,00005,00004,00006
00011,00007,00012,00015
00015,00015,00018,00021
00015,00015,00018,00023
00015,00015,00018,00023
00015,00015,00018,00023
00015,00015,00018,00025
00015,00015,00018,00025
00016,00016,00021,00022
00016,00016,00021,00022
00016,00016,00018,00022
00015,00012,00018,00017
00010,00008,00011,00014
00010,00008,00011,00013
00010,00008,00011,00010
00010,00008,00011,00009
00010,00008,00011,00008
00010,00008,00011,00007
00008,00006,00005,00006
00009,00005,00002,00003
00004,00002,00001,00004
00003,00002,00001,00001
00002,00001,00001,00003
00001,00001,00002,00003
00001,00001,00000,00000
00000,00001,00001,00001
00005,00001,00001,00001
00002,00000,-0001,00001
00001,00002,00000,-0001
00003,00001,-0002,-0001
00000,-0001,00000,00000
00001,00000,-0001,00000
-0001,00000,00001,00001
00000,-0001,00001,00000
00000,-0001,00001,-0003
-0001,00000,00000,-0001
00000,-0001,00000,00000
-0002,00003,-0001,-0001
00003,00000,-0001,-0001
-0002,00005,-0001,-0003
00001,-0001,-0001,-0001
00001,00000,00000,-0001
-0001,-0001,00001,00000
00002,00000,00000,-0001
