delta1,delta2,delta3,delta4
00000,00002,00001,00003
00001,00002,-0002,00001
00002,00002,00000,00000
00004,00003,-0002,00003
00001,00001,-0001,00001
00000,00002,00000,00001
00000,00001,-0001,00001
00002,00002,00000,00002
00002,00002,00001,00001
00001,00002,-0001,00001
00001,00001,00001,00003
00004,00002,-0001,00004
00004,00001,00002,00008
00005,00005,00002,00016
00016,00008,00010,00034
00016,00008,00010,00036
00016,00008,00010,00040
00016,00008,00010,00042
00016,00008,00010,00041
00016,00008,00010,00041
00026,00026,00037,00038
00026,00029,00033,00038
00026,00031,00037,00038
00028,00032,00036,00038
00029,00035,00032,00038
00032,00037,00028,00038
00035,00040,00025,00020
00024,00035,00009,00007
00024,00035,00008,00007
00024,00035,00004,00004
00024,00035,00002,00004
00024,00035,00002,00002
00024,00035,00002,00004
00005,00005,00001,00000
00004,00004,00001,00000
00003,00003,00001,00000
00002,00002,00001,00000
00002,00000,00001,00000
00002,00002,00001,00000
00001,00001,00000,00003
00003,00001,00000,00001
00000,00002,-0002,00000
00003,00002,-0001,00001
00001,00002,00000,00003
00003,00002,-0002,00001
00003,00002,00000,00002
00002,00001,-0003,00002
00002,-0001,-0001,00002
00004,00005,-0002,00001
00000,00003,-0002,00002
00002,00001,00000,00001
00003,00001,-0002,00003
00001,00001,-0001,00000
00002,00001,-0001,00002
00002,00002,00000,00002
