delta1,delta2,delta3,delta4
00001,00002,-0001,00001
00002,00004,00004,00004
00002,00002,00000,00004
00001,00004,-0001,00000
00001,00003,-0001,00002
00001,00003,00001,00002
00002,00002,00001,00002
00001,00002,00000,00003
00003,00001,00001,00005
00003,00003,00000,00004
00006,00004,00001,00006
00007,00005,00004,00018
00013,00007,00008,00020
00013,00007,00008,00021
00013,00007,00008,00023
00013,00007,00008,00022
00013,00007,00008,00024
00013,00007,00008,00021
00019,00016,00016,00024
00017,00019,00012,00017
00014,00017,00009,00012
00014,00017,00009,00010
00014,00017,00009,00008
00014,00017,00009,00007
00014,00017,00009,00006
00014,00017,00009,00005
00007,00007,00002,00002
00005,00006,-0002,00001
00004,00003,00001,00001
00001,00003,00000,00002
00001,00002,00000,00001
00001,00003,00000,00002
00001,00003,-0001,00002
-0001,00003,00001,00001
00002,00001,00000,00002
00003,00005,-0001,00002
00002,00002,00001,00003
00002,00003,-0001,00001
00002,00001,00002,-0002
-0001,00005,-0004,00002
00002,00002,-0001,00001
00004,00002,-0001,00004
00004,00001,00001,00004
00002,00003,-0001,00003
00003,00002,-0002,00000
00003,00000,-0001,00000
00001,00004,-0001,00002
00000,00003,-0001,00003
00004,00003,-0001,00001
00003,00002,00000,00001
00000,00006,00000,00003
00002,00005,00000,00000
00002,00003,00000,00004
00002,00002,-0001,00001
00004,00004,-0001,00001
