delta1,delta2,delta3,delta4
00002,00003,-0001,00001
00002,00003,00000,00001
00002,00003,-0001,00002
00001,00002,-0001,00003
00001,00002,00001,00003
00002,00003,00000,00002
00001,00002,-0001,00005
00001,00003,00001,00006
00006,00004,00000,00006
00004,00004,00001,00007
00006,00005,00002,00009
00008,00005,00005,00014
00010,00009,00011,00019
00015,00013,00011,00022
00015,00013,00011,00023
00015,00013,00011,00025
00015,00013,00011,00024
00015,00013,00011,00024
00015,00013,00011,00024
00018,00018,00019,00024
00013,00019,00016,00019
00017,00019,00012,00015
00017,00019,00012,00013
00017,00019,00012,00011
00017,00019,00012,00010
00017,00019,00012,00009
00017,00019,00012,00008
00011,00011,00005,00006
00007,00010,00001,00003
00004,00005,00001,00002
00005,00005,-0001,00003
00003,00004,-0001,00002
00002,00003,00000,00003
00003,00005,00000,00001
00002,00003,00001,00003
00003,00002,-0001,00002
00002,00003,-0001,00003
00000,00002,-0002,00002
00001,00002,-0001,00003
00001,00002,-0002,00001
00003,00002,00000,00001
00002,00002,00000,00003
00001,00002,-0002,00003
00001,00003,-0001,00002
00001,00000,-0002,00001
00002,00002,00000,00002
00000,00002,-0001,00002
00002,00002,00000,00001
00002,00003,00000,00003
00000,00002,-0001,00003
00002,00003,-0001,00001
00002,00003,00000,00002
00001,00001,00000,00002
00000,00002,00002,00002
00002,00001,-0001,00003
