delta1,delta2,delta3,delta4
00000,00002,00001,00001
00004,00004,00000,00001
00000,00002,00000,00002
00000,00002,00002,00002
00000,00005,00000,00000
00001,00002,00002,00003
00002,00001,00003,00005
00000,00001,00000,00006
00003,00004,00002,00008
00004,00003,00004,00009
00007,00005,00007,00012
00007,00005,00007,00013
00009,00006,00010,00018
00008,00010,00013,00020
00008,00010,00013,00025
00008,00010,00013,00018
00015,00013,00014,00018
00015,00017,00017,00020
00015,00017,00017,00022
00015,00017,00017,00018
00017,00011,00013,00016
00016,00019,00019,00020
00016,00019,00019,00018
00019,00024,00019,00018
00019,00020,00019,00018
00017,00020,00016,00019
00017,00020,00016,00019
00018,00020,00017,00017
00018,00020,00017,00017
00016,00021,00016,00014
00016,00021,00016,00014
00016,00019,00016,00014
00015,00021,00015,00011
00015,00022,00015,00011
00015,00022,00015,00011
00015,00024,00015,00011
00015,00019,00015,00011
00011,00021,00010,00007
00011,00018,00010,00007
00008,00020,00008,00004
00008,00018,00008,00004
00006,00014,00007,00003
00003,00012,00005,00003
00001,00010,00004,00003
00003,00007,00002,00001
00001,00005,00004,00003
00001,00004,00003,00001
00000,00002,00001,00001
00001,00004,00002,00000
-0001,00002,00000,-0001
-0001,00000,00002,00002
00001,00001,00001,00000
00000,00003,00000,00002
-0001,00001,00001,00000
-0001,00001,00004,00002
