delta1,delta2,delta3,delta4
00000,00002,00001,00002
00001,00003,-0001,00000
00002,00003,-0001,00001
00000,00003,-0001,00001
-0001,00002,00000,00001
00002,00001,00001,00002
00001,00004,-0001,00001
00001,00004,-0001,00002
00001,00003,00002,00003
00002,00003,00000,00001
00003,00003,00001,00007
00004,00006,00002,00010
00008,00005,00005,00011
00011,00008,00009,00018
00013,00012,00013,00024
00013,00012,00013,00022
00013,00012,00013,00025
00013,00012,00013,00026
00013,00012,00013,00025
00013,00012,00013,00026
00020,00019,00018,00024
00019,00019,00018,00024
00019,00021,00019,00022
00019,00020,00019,00022
00019,00020,00019,00023
00019,00022,00019,00023
00019,00020,00019,00023
00021,00020,00016,00018
00020,00022,00016,00018
00020,00020,00016,00018
00019,00020,00016,00018
00019,00020,00016,00018
00019,00021,00012,00012
00019,00019,00012,00012
00019,00019,00012,00010
00019,00019,00012,00012
00019,00019,00012,00005
00019,00019,00012,00008
00012,00018,00007,00008
00010,00014,00005,00003
00008,00011,00002,00002
00005,00008,00002,00003
00003,00007,00001,00002
00002,00007,00001,00001
00002,00005,00000,00001
00003,00004,00000,00002
00001,00004,00000,00001
00003,00005,00001,00001
00001,00003,00001,00001
00002,00004,00001,00000
00001,00003,-0001,00002
00003,00004,00001,00002
00002,00002,00001,-0001
00002,00004,-0001,00000
00003,00005,00001,00002
