delta1,delta2,delta3,delta4
00000,00001,00002,00003
00000,00001,00003,00002
00000,00003,00002,00000
00001,00001,00001,00001
00000,00001,00003,00001
-0001,00004,00002,00002
00002,00001,00002,00003
00001,00001,00002,00001
00003,00002,00002,00003
00000,00003,00002,00001
00002,00003,00002,00003
00003,00001,00003,00004
00006,00005,00003,00007
00016,00007,00007,00017
00024,00014,00015,00025
00024,00014,00015,00025
00027,00014,00015,00025
00026,00014,00015,00027
00025,00014,00015,00023
00022,00014,00015,00025
00021,00025,00020,00021
00021,00022,00020,00021
00021,00023,00020,00021
00021,00021,00019,00021
00021,00021,00019,00021
00021,00019,00019,00021
00014,00019,00014,00010
00013,00019,00014,00010
00011,00019,00014,00010
00013,00019,00014,00011
00010,00019,00014,00009
00010,00019,00014,00007
00009,00016,00008,00005
00005,00014,00007,00004
00005,00010,00006,00004
00003,00006,00004,00003
00002,00008,00002,00002
00003,00006,00002,00003
00002,00005,00001,00003
00001,00004,00001,00004
00002,00004,00002,00002
00001,00002,00003,00003
00003,00004,00001,00009
00003,00002,00003,00002
00003,00003,00004,00003
00002,00003,00005,00003
00001,00002,00002,00003
00002,00003,00002,00003
00002,00003,00002,00003
00003,00004,00001,00002
00002,00003,00002,00002
00005,00002,00002,00003
00002,00001,00001,00002
00001,00000,00001,00002
00001,00000,00000,00001
