delta1,delta2,delta3,delta4
-0003,00001,-0001,00003
00000,00001,-0003,00002
00003,00002,-0002,00002
00003,00002,-0002,00001
00001,00002,00001,00002
00000,00000,-0002,00003
00003,00002,-0001,00002
00002,00002,-0001,00005
00000,00004,-0001,00004
00002,00002,-0002,00005
00004,00001,00001,00005
00004,00002,00001,00010
00007,00004,00004,00015
00011,00007,00009,00019
00013,00015,00016,00024
00013,00015,00016,00024
00013,00015,00016,00024
00013,00015,00016,00027
00013,00015,00016,00027
00013,00015,00016,00026
00018,00022,00022,00025
00018,00019,00025,00025
00018,00019,00019,00025
00021,00024,00019,00016
00018,00024,00019,00016
00018,00022,00019,00016
00018,00020,00019,00016
00014,00017,00006,00007
00014,00017,00006,00005
00014,00017,00006,00004
00014,00017,00006,00005
00014,00017,00006,00004
00014,00017,00006,00003
00003,00006,00001,00002
00003,00003,00001,00005
00004,00003,-0001,00003
00001,00003,-0001,00003
00003,00004,00001,00001
00001,00002,-0001,00003
00001,00005,-0005,00001
00001,00002,00000,00003
00003,00001,-0002,00001
00003,00003,-0002,00001
00001,00000,-0003,00001
00002,00001,-0002,00001
00001,00001,00000,00003
00005,00003,-0002,00003
00003,00002,-0001,00002
00002,00002,-0003,00002
00000,00000,-0001,00004
00001,00001,-0002,00002
00003,00002,-0002,00002
00003,00002,-0003,00001
00000,00001,00000,00003
00001,00000,-0001,00003
