delta1,delta2,delta3,delta4
00001,00000,00000,00000
00001,00000,-0002,-0001
00001,00001,-0001,00000
00001,00000,00000,00001
00001,00000,-0001,00000
00000,-0002,00001,00000
00000,00000,00000,00002
00003,00000,00000,00000
-0001,00000,00001,00001
00002,-0001,00000,00003
00002,00000,00001,00004
00003,00000,00001,00006
00007,00001,00004,00012
00011,00005,00007,00017
00016,00010,00014,00025
00016,00010,00014,00025
00016,00010,00014,00021
00016,00010,00014,00030
00016,00010,00014,00026
00016,00010,00014,00025
00023,00026,00021,00025
00020,00025,00021,00025
00020,00026,00021,00025
00024,00029,00020,00025
00023,00025,00020,00025
00023,00024,00020,00025
00023,00024,00020,00025
00022,00024,00017,00025
00021,00022,00016,00014
00021,00022,00016,00013
00021,00022,00016,00012
00021,00022,00016,00009
00021,00022,00016,00009
00021,00022,00016,00006
00008,00020,00009,00004
00007,00020,00009,00004
00005,00020,00009,00004
00004,00020,00009,00004
00002,00020,00009,00004
00005,00020,00009,00004
00001,00004,00002,00000
00001,00003,00002,00000
00001,00003,00002,00000
00001,00001,00002,00000
00001,00001,00002,00000
00001,-0006,00002,00000
00000,00002,-0001,00000
00003,00003,00001,00003
00003,00000,-0002,00001
00001,00001,00000,00002
00002,00001,-0001,00001
00001,-0001,-0001,00000
00001,00000,-0001,00000
00001,00000,00002,00001
00001,00002,-0002,00001
