delta1,delta2,delta3,delta4
00001,00002,00000,00001
00002,00002,-0002,00000
00002,00000,-0001,00002
00001,00003,-0001,00002
00002,00002,-0001,00002
00000,00001,00000,00002
00001,00001,-0001,00001
00001,00001,00000,00001
00000,00001,00000,00003
00003,00001,-0001,00002
00003,00008,-0001,00003
00003,00002,-0001,00006
00008,00001,-0001,00008
00011,00005,00005,00019
00016,00009,00009,00029
00016,00009,00009,00037
00016,00009,00009,00035
00016,00009,00009,00037
00016,00009,00009,00038
00016,00009,00009,00037
00023,00022,00027,00035
00023,00022,00028,00035
00026,00023,00028,00035
00027,00026,00028,00035
00025,00026,00025,00035
00025,00028,00023,00035
00020,00024,00022,00019
00025,00028,00018,00015
00025,00028,00018,00014
00025,00028,00018,00011
00025,00028,00018,00010
00025,00028,00018,00007
00025,00028,00018,00007
00009,00017,00007,00005
00010,00017,00005,00005
00009,00017,00002,00005
00008,00017,00002,00005
00003,00017,00004,00005
00005,00017,00002,00005
00006,00006,00002,00002
00006,00007,00002,00002
00006,00005,00002,00002
00006,00004,00002,00002
00006,00003,00002,00002
00006,00002,00002,00002
00002,00004,00001,00003
00003,00001,00001,00001
00003,00003,-0001,00002
00001,00003,00001,00003
00002,00003,-0002,00002
00003,00001,00000,00003
00004,00004,-0002,00001
00002,00003,00000,00001
00001,00002,-0001,00001
00003,00003,-0001,00001
