delta1,delta2,delta3,delta4
00001,00006,00001,00003
00001,00003,00000,00003
00004,00003,-0001,00002
00001,00002,00000,00002
00002,00002,00000,00000
00002,00005,00000,00004
00001,00004,00002,00004
00004,00004,00002,00005
00004,00004,00003,00007
00004,00004,00007,00010
00007,00008,00006,00013
00009,00010,00009,00017
00009,00010,00012,00020
00009,00010,00012,00021
00009,00010,00012,00023
00009,00010,00012,00022
00009,00010,00012,00021
00009,00010,00012,00023
00012,00015,00014,00025
00015,00012,00017,00027
00020,00018,00019,00026
00019,00018,00019,00026
00024,00022,00021,00022
00022,00021,00020,00022
00021,00020,00020,00022
00022,00020,00020,00022
00020,00021,00020,00022
00020,00021,00016,00022
00022,00022,00016,00022
00019,00022,00016,00022
00019,00021,00016,00022
00017,00021,00012,00008
00017,00021,00012,00008
00017,00021,00012,00006
00017,00021,00012,00008
00017,00021,00012,00004
00017,00021,00012,00005
00012,00018,00008,00006
00011,00016,00008,00005
00009,00014,00006,00004
00009,00014,00006,00004
00009,00016,00006,00004
00005,00014,00005,00003
00005,00014,00005,00003
00005,00011,00005,00003
00005,00013,00005,00003
00005,00013,00005,00003
00005,00012,00005,00003
00006,00012,00003,00003
00008,00007,00004,00004
00005,00010,00002,00002
00004,00006,00002,00003
00004,00008,00000,00001
00001,00005,00001,00001
00002,00005,00002,00001
