delta1,delta2,delta3,delta4
00001,00004,00000,00004
00004,00004,-0001,00001
00002,00004,00002,00003
00001,00005,00000,00000
00004,00004,00000,00003
00003,00004,00000,00005
00004,00005,00000,00007
00005,00005,00003,00011
00010,00000,00004,00014
00008,00008,00008,00017
00010,00012,00012,00020
00010,00012,00012,00021
00010,00012,00012,00019
00013,00012,00013,00019
00013,00015,00016,00023
00013,00015,00016,00022
00013,00015,00016,00025
00013,00015,00016,00022
00013,00015,00016,00023
00013,00015,00016,00021
00015,00018,00016,00019
00017,00017,00017,00018
00016,00018,00014,00011
00016,00018,00014,00014
00016,00018,00014,00010
00016,00018,00014,00009
00016,00018,00014,00009
00016,00018,00014,00006
00013,00018,00009,00007
00009,00015,00007,00004
00007,00009,00001,00005
00005,00009,00002,00004
00004,00006,00001,00003
00002,00008,00000,00003
00002,00005,00001,00000
-0001,00005,-0001,00002
00002,00005,-0001,00001
00002,00004,00000,00001
00003,00005,00001,00001
00004,00003,00001,00001
00002,00005,00000,00001
00005,00007,00002,00000
00000,00003,00001,00000
00002,00004,00001,00002
00002,00003,00001,00002
00002,00004,-0001,00001
00002,00003,00000,00002
00003,00001,00001,00003
00001,00004,00000,00002
00002,00004,00000,00001
00001,00004,00000,00001
00003,00004,-0001,00000
00002,00003,00001,00001
00003,00003,-0001,00000
00001,00004,00000,00001
