delta1,delta2,delta3,delta4
00002,00001,00000,00003
00002,00001,00000,00002
-0001,00000,-0002,00001
-0001,00001,-0002,-0001
00000,00001,-0001,00002
00000,00000,-0001,00003
00002,00001,00001,00001
00001,00001,-0001,00003
00000,00001,-0001,00003
00003,00001,00000,00005
00003,00002,00001,00009
-0001,00006,00004,00013
00010,00004,00004,00017
00012,00009,00009,00022
00012,00009,00009,00024
00012,00009,00009,00021
00012,00009,00009,00024
00012,00009,00009,00022
00012,00009,00009,00024
00016,00020,00017,00024
00016,00015,00017,00024
00012,00019,00019,00020
00015,00018,00013,00013
00015,00018,00013,00013
00015,00018,00013,00011
00015,00018,00013,00008
00015,00018,00013,00006
00015,00018,00013,00005
00007,00012,00003,00006
00004,00008,00000,00003
00003,00002,-0002,00003
00003,00002,-0002,00003
00001,00001,-0002,00003
00003,00001,00000,00004
00002,00002,-0001,00001
00001,00001,-0001,00003
00004,00001,-0002,00002
-0002,00002,-0001,00003
00002,00001,-0002,00002
00000,00000,-0001,00003
00002,00000,-0002,00002
-0001,00002,-0002,00003
00001,00003,-0002,00001
00002,00003,-0002,00000
00002,00002,-0002,00001
00001,00000,-0002,00002
00000,00001,-0003,00001
00001,00002,-0002,00001
00002,00002,-0001,00001
00004,00002,-0002,00002
00002,00001,-0001,00002
00001,00001,-0002,00000
00000,00000,-0002,00003
00000,00001,-0001,00000
00002,00003,-0002,00003
