delta1,delta2,delta3,delta4
-0001,00001,00000,00000
00003,00001,00000,00000
00001,00000,-0001,00000
00000,00002,-0001,00000
00004,00001,-0001,00002
00001,00001,00000,00001
00004,00003,00000,00001
00002,00001,00000,00000
00001,00001,00000,00003
00002,00001,00001,00003
00002,00001,00001,00005
00004,00003,-0001,00007
00005,00002,00003,00011
00011,00007,00008,00021
00011,00007,00008,00024
00011,00007,00008,00027
00011,00007,00008,00030
00011,00007,00008,00032
00011,00007,00008,00030
00020,00022,00024,00032
00021,00023,00026,00032
00021,00022,00024,00032
00020,00025,00022,00032
00020,00020,00022,00032
00021,00020,00017,00032
00019,00018,00017,00032
00011,00017,00006,00005
00011,00017,00006,00005
00011,00017,00006,00004
00011,00017,00006,00004
00011,00017,00006,00002
00011,00017,00006,00003
00003,00004,00001,00001
00002,00002,00000,00002
00001,00002,00000,00001
00002,00002,-0001,00002
00002,00003,-0001,00002
00001,00001,-0001,00002
00003,00001,-0001,00001
00002,00001,-0001,00002
00000,00002,-0001,00000
00001,00003,-0001,00002
00003,00003,-0003,00000
00003,00001,-0001,00003
00003,00002,-0002,00001
00001,00002,-0001,00000
00001,00001,-0001,00002
00002,00003,-0003,00001
-0001,00003,-0002,00000
00001,00001,-0003,00001
00001,00003,-0001,00003
00000,00002,-0002,00000
00004,-0001,-0002,00001
00001,00002,-0001,00001
00003,00002,-0001,00002
