delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,-001,0001,0000,0000,-001,0000,-001,0000
-001,-001,0001,-001,-001,-001,0000,0000,0000
0000,0001,0003,0000,0001,-001,-001,0000,0000
0000,0000,0001,0000,0000,-001,-001,0000,0001
0001,0000,0001,0000,0000,0000,0000,0001,0001
0001,0000,0001,0000,-001,0000,0001,0001,0001
0001,0002,0001,0000,0000,0000,0001,0002,0001
-001,0002,0001,0000,0000,0000,0001,0002,0001
-002,0001,0001,0000,0001,0002,0001,0002,0001
-001,-001,0002,0000,0002,0002,0001,0004,0001
-001,-001,0001,0000,0002,0002,0001,0006,0006
0000,-001,0002,0001,0003,0003,0003,0007,0006
0001,0003,0002,0001,0005,0005,0003,0014,0006
0001,0003,0002,0002,0005,0005,0004,0019,0010
0001,0003,0002,0002,0013,0005,0008,0022,0011
0003,0007,0003,0008,0019,0006,0008,0022,0014
0003,0009,0005,0009,0029,0010,0007,0020,0014
0002,0013,0005,0012,0032,0011,0005,0020,0010
0002,0013,0005,0012,0032,0011,0005,0020,0010
0002,0013,0005,0012,0032,0011,0005,0020,0010
0002,0013,0005,0012,0032,0011,0005,0020,0010
0002,0013,0005,0012,0030,0011,0005,0020,0010
0002,0013,0005,0012,0028,0011,0005,0020,0010
0007,0026,0008,0004,0028,0012,0000,0011,0008
0009,0028,0014,0002,0024,0014,0000,0011,0008
0009,0028,0014,0002,0024,0014,0000,0011,0008
0009,0028,0014,0002,0024,0014,0000,0011,0008
0009,0028,0014,0002,0024,0014,0000,0011,0008
0009,0028,0014,0002,0024,0014,0000,0011,0008
0009,0025,0014,0002,0024,0014,0000,0011,0008
0003,0022,0014,0001,0011,0010,0000,0003,0002
0003,0022,0017,0000,0006,0010,0001,0000,0002
0003,0022,0017,0000,0006,0010,0001,0000,0002
0003,0022,0017,0000,0006,0010,0001,0000,0002
0003,0022,0017,0000,0005,0010,0001,0000,0002
0003,0022,0017,0000,0005,0010,0001,0000,0002
0003,0022,0017,0000,0005,0010,0001,0000,0002
0002,0015,0015,0000,0003,0007,-001,0000,0002
0002,0011,0014,0001,0003,0005,-002,0000,0003
0002,0010,0014,0001,0003,0005,-002,0000,0003
0002,0010,0014,0001,0003,0005,-002,0000,0003
0002,0010,0014,0001,0003,0005,-002,0000,0003
0002,0007,0014,0001,0003,0005,-002,0000,0003
0002,0008,0014,0001,0003,0005,-002,0000,0003
0001,0007,0011,0001,0003,0005,0000,0000,0003
0001,0005,0010,0001,0003,0005,0001,0000,0003
0001,0005,0010,0000,0003,0004,0001,0000,0003
0001,0005,0006,0001,0003,0003,0000,0000,0002
0001,0004,0006,0000,0002,0003,-001,0000,0002
0001,0004,0005,0000,0002,0003,-001,0002,0002
0001,0003,0004,0000,0002,0005,-001,0002,0002
0001,0004,0004,0000,0003,0005,-001,0002,-001
0001,0002,0001,0000,0002,0005,-001,0000,0001
0002,0004,0001,0001,0002,0003,-001,0000,0001
0002,0001,0003,0000,0002,0003,0000,0000,0002
