delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0001,0001,0001,0001,0001,0001,0000,0001
0000,0000,0001,0001,0001,0001,0001,0000,0000
0000,0000,0002,-001,0001,0000,0000,-001,0000
-002,0000,0001,-001,0000,0000,0000,-001,0000
-002,0000,0001,0000,0002,0000,0001,0000,0000
-001,0000,0000,0000,0000,0000,0001,0001,0000
-001,0000,0000,0001,0002,0000,0001,0001,0001
-001,0000,0003,0000,0001,0000,0001,0001,0001
-001,0000,0003,0000,0001,0002,0001,0002,0001
-001,0000,0001,0000,0001,0002,0001,0003,0001
0000,0000,0001,0000,0002,0003,0004,0006,0005
0000,0001,0001,0001,0002,0004,0005,0009,0005
0000,0001,0002,0003,0006,0005,0005,0014,0009
0001,0005,0003,0006,0015,0005,0007,0018,0009
0004,0006,0004,0008,0022,0008,0007,0018,0009
0005,0013,0004,0009,0027,0008,0005,0018,0006
0007,0022,0010,0009,0028,0010,0004,0009,0006
0007,0022,0010,0009,0027,0010,0004,0009,0006
0007,0022,0010,0009,0027,0010,0004,0009,0006
0007,0022,0010,0009,0026,0010,0004,0009,0006
0007,0022,0010,0009,0022,0010,0004,0009,0006
0007,0022,0010,0009,0020,0010,0004,0009,0006
0005,0019,0010,0004,0015,0010,0003,0003,0003
0002,0017,0009,0002,0007,0007,0001,0002,0002
0002,0012,0008,0002,0006,0005,0001,0000,0002
0001,0007,0006,0002,0002,0005,0001,-001,0002
0002,0004,0003,0002,0001,0004,0000,-001,0002
0000,0002,0002,0000,0001,0000,0001,-001,0001
0001,0002,0001,0000,0001,0000,0000,-001,0000
0000,0001,0001,0000,0001,0001,0000,0000,0000
0000,0000,0001,0001,0001,0002,0000,0000,-001
0000,0000,0003,0001,0001,0003,0001,0000,-001
0000,0000,0003,0001,0001,0003,0001,0001,0000
0001,0001,0003,0002,0001,0000,0001,0001,0000
0001,0000,0002,0001,0000,0000,0001,0001,0000
0001,0000,0002,0001,0000,0000,0001,0001,-001
0001,0000,0002,0001,0001,0000,0001,0000,-001
-001,-002,0001,0001,0001,0001,0001,0000,-001
0001,0000,0000,-001,0001,0001,0001,0000,-001
0001,0000,0000,0001,0000,-002,0001,-001,0000
0001,0000,0001,0001,0001,-002,0001,-001,0000
0001,0000,0001,0001,0002,-001,0002,0000,0000
0000,0000,0001,0001,0002,0000,0002,0000,0000
0000,-002,0000,0001,0000,0001,0002,0000,0000
0000,-001,0001,0001,0000,0001,0002,-001,0000
0000,-001,0001,0000,0000,0001,0001,-001,0002
0000,-001,0001,0000,0000,0002,0000,-001,0000
0000,-001,0001,0000,0001,0001,0000,0000,0000
-002,-001,0001,0000,0001,0001,0001,0000,0000
-002,0001,0001,0000,0001,0001,0001,0000,0001
-002,0001,0000,0001,0000,0001,0001,0002,0001
-002,0000,0000,0001,0001,0001,0001,0002,-002
0000,0000,0000,0001,-001,0000,0001,0001,-002
0000,0000,0000,-001,0000,0000,0001,0001,0000
0000,0000,0000,-001,0000,0000,0001,0000,0000
