delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-001,-001,-001,0001,0002,0001,0000,0000
0001,-002,0000,0000,0002,0003,0000,0000,0000
0001,-001,0000,0000,0002,0002,0000,0000,0001
0001,-001,0000,0000,0002,0002,0000,0000,0001
0001,-001,0000,0000,0001,0002,0002,0000,0001
0001,-001,0000,0001,0001,-002,0002,0001,0001
0000,0000,-001,0001,0003,0003,0002,0001,0003
0001,0000,-001,0003,0003,0001,0002,0002,0004
0000,0000,-001,0003,0002,0002,0002,0003,0004
0001,0000,0000,0002,0002,0002,0002,0006,0005
0000,0000,-001,0002,0005,0003,0003,0007,0006
0002,0003,0000,0003,0006,0004,0003,0013,0007
0002,0004,0002,0003,0009,0006,0004,0017,0007
0002,0004,0003,0004,0013,0008,0004,0018,0011
0003,0004,0003,0006,0023,0009,0005,0018,0011
0004,0010,0003,0008,0027,0010,0005,0016,0011
0006,0014,0005,0011,0029,0011,0005,0014,0011
0006,0014,0005,0011,0029,0011,0005,0014,0011
0006,0014,0005,0011,0029,0011,0005,0014,0011
0006,0014,0005,0011,0028,0011,0005,0014,0011
0006,0014,0005,0011,0027,0011,0005,0014,0011
0006,0014,0005,0011,0025,0011,0005,0014,0011
0007,0021,0007,0009,0025,0011,0003,0007,0005
0007,0021,0009,0005,0021,0011,0002,0005,0003
0006,0016,0008,0005,0014,0008,0001,0003,0003
0006,0016,0008,0002,0012,0008,0001,0001,0004
0006,0016,0008,0002,0008,0008,0001,0001,0004
0006,0016,0008,0002,0008,0008,0001,0001,0004
0006,0016,0008,0002,0007,0008,0001,0001,0004
0006,0016,0008,0002,0006,0008,0001,0001,0004
0006,0016,0008,0002,0006,0008,0001,0001,0004
0003,0009,0007,0002,0005,0002,0001,0000,0001
0003,0007,0003,0001,0003,0002,-001,0000,-002
0003,0004,0002,0001,0003,0002,-001,0000,0001
0002,0004,0002,0001,0002,0002,0001,0000,0000
0001,0002,0002,0001,0002,0002,0001,-001,0000
0001,0002,0002,0001,0002,0002,0002,-001,0000
0000,0001,0001,0001,0002,0002,0001,-001,0002
0000,0001,0001,0001,0003,0002,0000,0000,0002
0000,0001,0001,0001,0003,0003,0000,0000,0001
0001,0001,0001,0001,0003,0002,-001,-001,-001
0002,0000,0001,0002,0001,0000,-001,-001,0000
0002,0000,0000,0002,0002,0000,0000,-001,-001
0002,-001,0000,0002,0002,0001,0000,-001,0000
0002,-001,-001,0001,0002,0001,0000,-001,-001
0002,-001,0001,0001,0002,0001,0001,-001,0000
0002,0000,0001,0001,0001,0001,0001,-001,0000
0002,0000,0001,0000,0001,-001,-001,0000,0000
0001,0000,0000,0000,0001,-002,-001,-001,0000
0001,0000,-001,0000,0001,-002,0000,0000,-001
0001,0000,0000,0001,0001,0000,0001,-001,0000
0001,0001,-002,0001,0001,0000,0001,0000,0000
0000,0000,0000,0001,0001,0002,0001,-001,0000
0001,-001,0000,-001,0001,0002,0001,0000,0000
0000,-001,0000,-001,0001,0002,0000,0000,0000
