delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,-002,0002,0001,-001,0000,-001,0001,0000
0001,-001,0002,-001,-001,0001,-001,0001,0000
0001,-001,0002,-001,0000,0002,-002,0000,0000
0000,-001,0001,-001,0000,0002,-002,0000,0000
0000,-001,0001,0000,0000,0002,-001,0000,0000
0001,0000,0002,0000,0000,0002,-001,0000,0000
0001,0000,0002,0000,0000,0002,-001,0000,0001
0001,0000,0002,0000,0001,0002,-001,0000,0001
0001,0000,0000,0000,0001,0003,0000,0001,0001
0002,0000,0001,0000,0002,0002,0000,0001,0003
0002,0001,0001,0000,0002,0003,0000,0004,0003
0002,0001,0001,0001,0002,0002,-001,0006,0003
0002,0001,0003,0001,0002,0004,-001,0009,0004
0002,0003,0003,0006,0005,0004,0001,0015,0010
0002,0003,0003,0006,0011,0007,0001,0021,0010
0002,0003,0003,0005,0017,0007,0003,0021,0010
0002,0010,0005,0004,0022,0010,0003,0020,0010
0004,0011,0007,0004,0026,0012,0003,0017,0007
0005,0016,0007,0004,0026,0012,0003,0010,0004
0005,0016,0007,0004,0026,0012,0003,0010,0004
0005,0016,0007,0004,0025,0012,0003,0010,0004
0005,0016,0007,0004,0024,0012,0003,0010,0004
0005,0017,0007,0006,0022,0010,0003,0004,0004
0005,0020,0007,0006,0017,0006,0000,0003,0003
0005,0020,0007,0006,0011,0005,0000,0002,0000
0005,0016,0006,0005,0004,0004,-001,0001,-001
0005,0010,0005,0004,0003,0004,-002,0001,-002
0004,0004,0004,0003,0002,0003,-002,0001,-002
0004,0004,0002,0003,0002,0002,-002,0000,-002
0004,0004,0002,0002,0001,0002,-002,0000,-003
0004,0002,0002,0003,0002,0002,-002,0000,0000
0003,0002,0002,0002,0001,0003,-002,-001,-001
0002,0002,0002,0001,0002,0003,0000,-001,-001
0002,0003,0002,0001,0001,0002,0000,-001,-001
0002,0000,0002,0001,0001,0002,0000,-001,0000
0002,0000,0002,0001,0001,0002,-002,0000,0000
0001,0000,0002,0001,0000,0001,-003,0000,-001
0001,0000,0002,0001,0000,0004,-002,0000,-001
0000,0001,0002,0001,0000,0000,-003,0000,-001
0002,0002,0002,0000,0000,0001,-002,0000,0000
0002,0002,0002,0000,0000,0001,-002,-001,0000
0002,0001,0002,0000,-001,0002,-002,-001,0000
0000,0001,0001,0003,0002,0002,-002,-003,0000
0000,0001,0001,0001,0002,0002,-002,0000,0002
0000,-001,0001,0001,0002,0001,-002,-001,0002
0000,0001,0001,0000,0000,0002,-002,0000,0002
0000,0000,0001,-001,0000,0003,-002,0000,0002
-001,0001,0001,-001,0000,0003,-003,0000,0002
0000,0000,0002,-001,0000,0002,-003,0000,0000
0000,0002,0002,-002,0000,0002,-003,0000,-001
0000,-001,0002,0000,-001,0001,-002,-001,-002
0001,0001,0002,0000,-001,0001,-002,-001,-002
0000,0001,0001,0000,-001,0002,-002,-001,-001
0000,0001,0002,-001,-002,0002,-002,0000,-001
0000,0000,0002,-001,-001,0001,-002,0000,0000
