delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,0000,0001,0000,0000,0000,-002,0000,0000
-001,0000,0001,0000,-001,0000,-002,0000,0000
-001,0000,0001,-002,0000,0000,-002,0001,0000
0001,0000,0001,-002,0000,0000,-002,0001,0000
0001,-001,0001,-001,0000,0000,-002,0001,0000
0001,-001,0002,0000,0001,0000,-001,0001,0001
0003,-001,0002,0000,0001,0001,-001,0000,0001
0002,0001,0002,0000,0001,0002,-001,0001,0001
0002,0001,0000,0000,0001,0003,-001,0002,0003
0001,0002,0002,0000,0003,0004,-003,0002,0003
0001,0000,0002,0001,0003,0006,-003,0003,0003
0002,0000,0002,0001,0002,0004,0000,0007,0004
0002,0000,0004,0001,0002,0005,0002,0009,0005
0002,0003,0003,0002,0006,0005,0002,0015,0009
0002,0003,0003,0004,0009,0009,0004,0022,0009
0004,0003,0003,0004,0017,0010,0005,0023,0009
0005,0005,0003,0006,0026,0010,0005,0023,0009
0005,0011,0004,0008,0035,0013,0000,0021,0009
0005,0011,0004,0008,0037,0013,0000,0021,0009
0005,0011,0004,0008,0038,0013,0000,0021,0009
0005,0011,0004,0008,0039,0013,0000,0021,0009
0005,0011,0004,0008,0040,0013,0000,0021,0009
0005,0011,0004,0008,0040,0013,0000,0021,0009
0007,0028,0010,0008,0040,0009,0004,0010,0007
0008,0032,0012,0009,0035,0008,0005,0007,0000
0008,0035,0012,0009,0035,0008,0005,0007,0000
0008,0035,0012,0009,0035,0008,0005,0007,0000
0008,0035,0012,0009,0035,0008,0005,0007,0000
0008,0036,0012,0009,0035,0008,0005,0007,0000
0008,0035,0012,0009,0035,0008,0005,0007,0000
0008,0032,0006,0007,0016,0006,0000,0003,0000
0008,0032,0005,0007,0011,0006,-002,0001,0001
0008,0032,0005,0007,0006,0006,-002,0001,0001
0008,0032,0005,0007,0006,0006,-002,0001,0001
0008,0032,0005,0007,0007,0006,-002,0001,0001
0008,0032,0005,0007,0007,0006,-002,0001,0001
0008,0032,0005,0007,0006,0006,-002,0001,0001
0008,0019,0005,0004,0004,0006,0000,0001,0001
0008,0015,0003,0003,0003,0003,0000,0000,0000
0008,0012,0003,0003,0003,0003,0000,0000,0000
0008,0011,0003,0003,0003,0003,0000,0000,0000
0008,0010,0003,0003,0003,0003,0000,0000,0000
0008,0010,0003,0003,0003,0003,0000,0000,0000
0008,0008,0003,0003,0003,0003,0000,0000,0000
0006,0008,0003,0003,0003,0003,0000,0002,0000
0004,0007,0003,0004,0003,0004,0000,0002,0000
0005,0006,0001,0003,0002,0003,0000,0001,0000
0004,0005,0003,0003,0002,0003,0000,0001,-001
0003,0002,0003,0003,0002,0003,0000,-001,-001
0003,0002,0004,0003,0001,0003,0000,0000,-001
0003,0002,0004,0003,0001,0003,0000,0000,-001
0001,0002,0004,0003,0001,0002,-001,0000,-001
0001,0002,0002,0003,0001,0001,0000,0000,-001
0002,0002,0002,0002,0001,0001,-001,-001,-001
0002,0002,0002,0001,0000,0001,-001,-001,0001
