delta0,delta1,delta2,delta3,delta4
0017,0023,0027,0035,0034
0026,0023,0032,0046,0037
0027,0035,0046,0072,0051
0027,0035,0046,0072,0051
0032,0030,0045,0081,0062
0032,0026,0045,0081,0062
0032,0026,0045,0081,0062
0028,0024,0034,0068,0053
0027,0017,0031,0045,0038
0027,0017,0031,0045,0038
0009,0011,0013,0026,0024
0009,0011,0013,0024,0024
0009,0011,0013,0024,0024
0006,0008,0009,0018,0019
0006,0008,0009,0016,0019
0006,0008,0009,0016,0019
0005,0009,0008,0014,0019
0005,0006,0008,0014,0017
0005,0006,0008,0014,0017
0003,0006,0006,0017,0013
0003,0006,0006,0015,0013
0003,0006,0006,0015,0013
0002,0006,0006,0012,0011
0002,0006,0006,0012,0011
0002,0006,0006,0012,0011
0005,0006,0007,0010,0014
0005,0008,0007,0009,0014
0005,0008,0007,0009,0014
0002,0003,0007,0009,0006
0002,0003,0007,0009,0006
