delta0,delta1,delta2,delta3,delta4
0019,0021,0041,0046,0044
0019,0021,0041,0046,0044
0024,0028,0051,0059,0057
0032,0040,0078,0111,0088
0046,0056,0078,0111,0088
0046,0056,0094,0128,0114
0046,0056,0094,0132,0115
0046,0056,0094,0132,0115
0047,0041,0073,0100,0095
0056,0033,0064,0085,0070
0056,0033,0063,0066,0070
0003,-004,0037,0037,0036
0003,-004,0037,0036,0034
0003,-004,0037,0036,0034
0003,-004,0031,0022,0021
0013,0010,0030,0016,0021
0013,0010,0030,0016,0021
0006,0013,0019,0016,0017
0006,0014,0019,0016,0017
0006,0014,0019,0016,0017
0005,0008,0021,0011,0010
0005,0008,0021,0008,0010
0005,0008,0021,0008,0010
0002,0007,0020,0008,0008
0002,0007,0020,0012,0008
0002,0007,0020,0012,0008
0005,0005,0020,0011,0006
0005,0005,0019,0011,0006
0005,0005,0019,0011,0006
0005,0008,0016,0005,0013
