delta0,delta1,delta2,delta3,delta4
0021,0028,0045,0052,0056
0021,0028,0045,0052,0056
0030,0031,0052,0064,0059
0028,0030,0046,0048,0054
0028,0030,0046,0048,0054
0021,0017,0032,0029,0036
0010,0017,0029,0026,0028
0010,0017,0029,0026,0028
0010,0014,0018,0017,0026
0009,0014,0018,0016,0022
0009,0014,0018,0016,0022
0009,0010,0024,0016,0018
0009,0010,0024,0017,0018
0009,0010,0024,0017,0018
0009,0013,0018,0012,0019
0009,0014,0018,0012,0019
0009,0014,0018,0012,0019
0006,0016,0020,0015,0017
0006,0016,0017,0014,0017
0006,0016,0017,0014,0017
0007,0010,0016,0014,0017
0010,0010,0016,0014,0017
0010,0010,0016,0014,0017
0009,0014,0015,0014,0017
0009,0014,0015,0014,0017
0009,0014,0015,0014,0017
0008,0011,0019,0012,0013
0008,0011,0019,0012,0013
0008,0011,0019,0012,0013
0007,0009,0017,0010,0015
