delta0,delta1,delta2,delta3,delta4
0012,0018,0035,0043,0037
0018,0029,0057,0079,0058
0021,0033,0066,0096,0078
0028,0047,0083,0126,0087
0043,0059,0092,0138,0116
0043,0059,0092,0138,0116
0043,0059,0083,0129,0110
0043,0059,0083,0126,0109
0065,0037,0080,0109,0096
0065,0031,0065,0091,0079
0053,0027,0059,0075,0068
0023,0013,0041,0041,0046
0023,0013,0033,0032,0028
0023,0013,0032,0032,0027
0023,0013,0025,0019,0017
0005,0003,0023,0009,0006
-001,0002,0015,0005,0006
-002,-002,0012,0003,-003
-002,-002,0011,0003,-004
-004,-002,0008,-001,-004
-004,0000,0001,-003,0000
-004,0000,0001,-003,0000
-002,-001,0001,-003,0002
-002,-001,0002,-003,-003
-002,-001,0002,-003,-003
-006,-003,0002,-005,-003
-006,-003,-002,-005,-007
-006,-003,-002,-005,-007
-004,-002,-002,-005,-007
-004,-004,-003,-005,-004
