delta0,delta1,delta2,delta3,delta4
0024,0026,0029,0047,0041
0032,0038,0037,0056,0043
0033,0040,0053,0072,0057
0042,0043,0061,0082,0064
0053,0043,0068,0103,0080
0054,0039,0068,0103,0082
0054,0039,0060,0101,0083
0054,0039,0058,0101,0083
0054,0039,0058,0100,0083
0045,0027,0047,0086,0073
0043,0020,0045,0080,0072
0038,0016,0035,0065,0061
0028,0010,0030,0047,0043
0028,0010,0030,0047,0042
0028,0010,0028,0037,0037
0028,0010,0022,0034,0030
0020,0008,0022,0027,0025
0016,0005,0021,0022,0025
0013,0002,0020,0022,0021
0012,0002,0014,0018,0018
0012,0002,0013,0018,0012
0012,0001,0009,0011,0008
0011,0001,0009,0009,0008
0010,0001,0009,0009,0008
0008,0003,0004,0007,0009
0007,0004,0004,0009,0009
0004,0004,0002,0007,0009
0004,0004,0002,0009,0009
0004,0004,0006,0008,0009
0004,0004,0006,0008,0009
