delta0,delta1,delta2,delta3,delta4
0022,0023,0030,0041,0037
0025,0024,0033,0044,0038
0029,0036,0042,0060,0050
0035,0036,0050,0074,0062
0035,0044,0051,0074,0065
0041,0044,0064,0090,0079
0042,0044,0064,0091,0079
0043,0034,0060,0094,0082
0043,0034,0060,0093,0082
0043,0034,0051,0093,0082
0041,0028,0041,0078,0074
0037,0023,0038,0069,0067
0034,0022,0037,0064,0062
0026,0013,0028,0048,0047
0024,0013,0025,0045,0045
0024,0013,0021,0042,0042
0018,0011,0015,0024,0026
0017,0009,0014,0022,0024
0017,0008,0014,0021,0020
0011,0007,0013,0014,0015
0011,0007,0011,0014,0015
0011,0006,0008,0014,0014
0007,0003,0006,0011,0015
0007,0003,0005,0011,0014
0005,0001,0005,0011,0014
0005,0004,0005,0006,0011
0005,0004,0007,0006,0011
0005,0004,0007,0006,0007
0008,0003,0005,0006,0005
0006,0003,0005,0006,0005
