delta0,delta1,delta2,delta3,delta4
0015,0008,0037,0032,0031
0015,0014,0037,0033,0034
0022,0021,0049,0041,0046
0024,0021,0055,0062,0057
0026,0024,0061,0078,0063
0034,0031,0089,0105,0083
0043,0047,0098,0135,0116
0043,0047,0099,0142,0118
0043,0047,0111,0158,0129
0043,0047,0115,0171,0144
0060,0050,0117,0177,0145
0075,0068,0130,0183,0168
0091,0068,0130,0183,0168
0113,0068,0122,0173,0173
0133,0076,0122,0173,0178
0133,0076,0122,0173,0178
0112,0076,0122,0173,0178
0105,0076,0122,0173,0178
0078,0048,0095,0117,0122
0039,0020,0057,0060,0059
0028,0012,0046,0043,0042
0027,0012,0040,0041,0039
0019,0012,0038,0028,0027
0019,0012,0036,0028,0027
0019,0008,0035,0028,0027
0011,0005,0033,0018,0018
0011,0005,0031,0017,0018
0009,0005,0031,0015,0018
0010,0008,0022,0015,0017
0009,0008,0021,0015,0017
