delta0,delta1,delta2,delta3,delta4
0013,0013,0030,0027,0034
0013,0013,0035,0027,0034
0023,0021,0047,0048,0051
0023,0021,0047,0048,0051
0025,0021,0048,0050,0052
0033,0039,0073,0103,0093
0043,0042,0073,0103,0093
0043,0042,0081,0107,0093
0043,0042,0073,0098,0090
0043,0042,0073,0098,0090
0043,0029,0059,0071,0072
0028,0016,0042,0052,0047
0028,0016,0042,0042,0047
0016,0016,0032,0032,0034
0016,0008,0027,0016,0019
0016,0008,0027,0016,0019
0013,0008,0022,0016,0019
0007,0006,0015,0012,0017
0007,0006,0015,0012,0017
0007,0006,0015,0012,0017
0006,0005,0015,0008,0013
0006,0005,0015,0008,0013
0006,0005,0015,0008,0013
0009,0006,0018,0007,0014
0009,0006,0018,0007,0014
0009,0006,0018,0007,0014
0008,0002,0009,0008,0010
0008,0002,0009,0008,0010
0008,0002,0009,0008,0010
0009,0004,0015,0004,0008
