delta0,delta1,delta2,delta3,delta4
0019,0022,0029,0033,0032
0019,0022,0030,0042,0036
0032,0027,0041,0066,0051
0032,0027,0041,0066,0051
0024,0019,0027,0045,0045
0021,0015,0025,0038,0038
0021,0015,0025,0038,0038
0018,0015,0016,0024,0024
0011,0011,0012,0020,0019
0011,0011,0012,0020,0019
0011,0011,0012,0017,0019
0009,0010,0009,0013,0017
0009,0010,0009,0013,0017
0009,0010,0009,0013,0017
0010,0007,0012,0015,0016
0010,0007,0012,0015,0016
0010,0007,0010,0015,0016
0004,0008,0010,0009,0014
0004,0008,0010,0009,0014
0004,0008,0010,0009,0014
0007,0007,0010,0014,0012
0007,0007,0010,0014,0012
0007,0007,0011,0012,0012
0007,0006,0010,0012,0010
0007,0006,0010,0012,0010
0007,0006,0010,0014,0010
0011,0009,0010,0010,0012
0011,0009,0010,0010,0012
0011,0009,0008,0010,0012
0004,0006,0008,0012,0012
