delta0,delta1,delta2,delta3,delta4
0009,0014,0033,0036,0027
0012,0018,0051,0068,0047
0019,0034,0075,0113,0074
0019,0034,0078,0113,0085
0019,0034,0084,0125,0089
0019,0034,0084,0125,0089
0019,0034,0079,0119,0090
0049,0033,0079,0114,0090
0049,0031,0076,0108,0090
0038,0011,0044,0055,0047
0026,0009,0044,0046,0037
0026,0009,0040,0043,0035
0026,0009,0020,0019,0010
0026,0009,0020,0017,0010
0007,0005,0018,0017,0008
-007,-015,0000,-008,-014
-007,-015,0000,-008,-014
-014,-015,-011,-015,-022
-014,-015,-013,-015,-022
-014,-015,-013,-015,-022
-020,-012,-015,-019,-023
-019,-012,-015,-019,-023
-019,-012,-015,-019,-023
-017,-014,-014,-021,-026
-017,-014,-014,-021,-026
-017,-014,-014,-021,-026
-015,-016,-015,-021,-027
-015,-016,-015,-021,-027
-015,-016,-015,-021,-027
-013,-014,-012,-016,-027
