delta0,delta1,delta2,delta3,delta4
0023,0020,0027,0036,0032
0023,0023,0035,0048,0044
0028,0023,0035,0052,0044
0032,0024,0038,0061,0050
0032,0024,0040,0065,0050
0032,0024,0040,0065,0051
0032,0021,0035,0063,0055
0032,0021,0035,0060,0051
0032,0021,0035,0055,0050
0027,0012,0023,0044,0039
0025,0012,0023,0041,0037
0021,0012,0021,0039,0035
0013,0010,0016,0026,0028
0013,0009,0015,0022,0022
0012,0009,0013,0020,0022
0009,0006,0011,0015,0018
0009,0006,0011,0015,0016
0011,0006,0011,0015,0016
0011,0007,0007,0007,0010
0009,0008,0007,0007,0010
0008,0008,0009,0007,0009
0008,0005,0009,0008,0009
0008,0005,0009,0008,0009
0008,0005,0005,0008,0009
0002,0001,0003,0007,0005
0002,0001,0003,0007,0005
0002,0001,0004,0007,0008
0009,0004,0004,0007,0008
0007,0006,0004,0007,0008
0007,0006,0004,0007,0007
