delta0,delta1,delta2,delta3,delta4
0019,0022,0032,0038,0033
0019,0026,0035,0050,0037
0035,0047,0049,0068,0059
0035,0047,0049,0068,0059
0040,0047,0054,0075,0066
0045,0049,0066,0092,0079
0045,0049,0066,0092,0079
0048,0051,0069,0098,0085
0061,0043,0066,0107,0095
0062,0043,0066,0107,0095
0062,0043,0066,0107,0095
0062,0043,0058,0101,0096
0062,0043,0058,0101,0096
0052,0032,0051,0088,0079
0042,0023,0045,0076,0069
0042,0023,0043,0070,0069
0024,0008,0041,0059,0054
0024,0008,0038,0051,0052
0024,0008,0038,0051,0052
0024,0008,0031,0042,0037
0024,0012,0028,0034,0028
0020,0012,0028,0034,0028
0018,0012,0022,0025,0022
0011,0007,0017,0018,0016
0011,0007,0017,0018,0016
0011,0006,0017,0015,0016
0011,0006,0017,0014,0018
0011,0006,0017,0014,0018
0011,0010,0010,0014,0010
0008,0003,0010,0010,0008
