delta0,delta1,delta2,delta3,delta4
0013,0018,0045,0046,0040
0019,0025,0048,0066,0057
0025,0045,0075,0113,0084
0039,0067,0106,0143,0116
0039,0067,0115,0153,0120
0039,0067,0127,0177,0135
0039,0067,0130,0177,0141
0062,0067,0130,0173,0141
0091,0060,0115,0167,0141
0118,0054,0103,0146,0139
0118,0054,0096,0132,0137
0089,0054,0096,0132,0137
0063,0054,0096,0132,0137
0036,0026,0051,0061,0060
0022,0017,0037,0041,0041
0022,0017,0034,0034,0027
0022,0017,0026,0017,0020
0022,0017,0020,0013,0009
0006,0003,0019,0010,0008
-001,0000,0014,0002,0007
-001,0000,0010,0002,0007
-001,-001,0007,0000,0007
-002,-001,0005,0001,0007
-002,-001,0005,0001,0003
-006,-003,0003,0001,0002
-006,-003,0002,-002,0002
-006,-003,0003,-002,0001
-003,-002,0003,-001,-005
-002,-002,0003,-001,-004
-003,-002,0002,-001,-004
