delta0,delta1,delta2,delta3,delta4
0013,0009,0034,0023,0025
0013,0009,0034,0025,0025
0013,0011,0040,0030,0030
0014,0011,0040,0034,0037
0016,0014,0040,0037,0038
0025,0022,0054,0053,0056
0026,0025,0060,0065,0063
0029,0025,0064,0092,0074
0040,0043,0096,0140,0124
0047,0054,0100,0145,0130
0047,0054,0103,0146,0130
0047,0054,0103,0145,0130
0047,0054,0103,0141,0128
0070,0051,0094,0127,0127
0080,0045,0094,0121,0120
0080,0039,0080,0100,0104
0042,0022,0055,0062,0064
0025,0017,0047,0045,0044
0025,0017,0037,0038,0038
0025,0017,0035,0032,0031
0025,0017,0032,0022,0025
0017,0007,0029,0020,0022
0017,0007,0029,0020,0022
0012,0008,0023,0017,0019
0012,0008,0023,0017,0019
0012,0008,0023,0017,0019
0011,0005,0024,0010,0017
0011,0005,0024,0010,0017
0009,0005,0024,0010,0014
0009,0003,0027,0010,0014
