delta0,delta1,delta2,delta3,delta4
0010,0012,0035,0034,0038
0020,0021,0039,0041,0043
0023,0022,0049,0057,0050
0026,0032,0066,0098,0086
0042,0053,0088,0136,0122
0043,0059,0112,0180,0154
0043,0059,0117,0204,0170
0043,0059,0131,0211,0177
0043,0059,0132,0212,0182
0075,0073,0132,0212,0186
0118,0073,0131,0189,0186
0120,0069,0122,0168,0174
0120,0069,0122,0168,0174
0101,0069,0122,0168,0174
0080,0069,0122,0168,0174
0040,0027,0061,0075,0065
0022,0014,0043,0042,0038
0017,0014,0031,0024,0027
0014,0014,0030,0024,0026
0012,0014,0028,0020,0016
0010,0005,0027,0018,0015
0007,0003,0022,0015,0014
0007,-001,0021,0012,0012
0008,-001,0021,0012,0012
0008,0002,0018,0012,0011
0007,0002,0017,0009,0010
0007,0002,0017,0009,0010
0005,-001,0017,0009,0012
0003,-001,0017,0009,0012
0003,-001,0017,0009,0010
