delta0,delta1,delta2,delta3,delta4
0029,0028,0036,0048,0042
0035,0032,0044,0068,0062
0036,0038,0050,0077,0068
0052,0044,0060,0097,0083
0052,0044,0060,0097,0096
0051,0033,0051,0097,0096
0045,0031,0043,0076,0081
0037,0028,0036,0067,0065
0023,0015,0026,0036,0040
0020,0013,0020,0030,0033
0016,0013,0017,0027,0032
0012,0004,0011,0018,0020
0012,0004,0011,0015,0020
0012,0008,0011,0015,0020
0010,0009,0007,0007,0010
0010,0008,0007,0007,0010
0010,0007,0007,0007,0010
0008,0005,0006,0007,0010
0008,0005,0006,0007,0010
0008,0005,0006,0007,0010
0007,0003,0006,0009,0013
0007,0003,0007,0009,0014
0007,0003,0007,0009,0014
0005,0005,0007,0008,0009
0005,0005,0007,0008,0009
0005,0005,0007,0008,0008
0007,0006,0004,0006,0005
0010,0005,0004,0006,0005
0010,0005,0004,0006,0007
0007,0000,0006,0009,0009
