delta0,delta1,delta2,delta3,delta4
0019,0015,0041,0047,0042
0021,0016,0048,0056,0055
0026,0029,0068,0097,0081
0039,0038,0080,0120,0098
0044,0042,0089,0126,0107
0044,0042,0089,0126,0119
0044,0042,0087,0123,0119
0044,0042,0083,0116,0114
0055,0037,0079,0110,0109
0055,0023,0066,0077,0073
0026,0008,0041,0037,0040
0020,0007,0028,0024,0025
0020,0007,0025,0017,0022
0020,0007,0025,0016,0015
0020,0007,0023,0013,0010
0008,-001,0016,0009,0010
0005,-002,0016,0009,0010
0004,-002,0013,0004,0008
0004,-002,0012,0004,0008
0004,0000,0012,0004,0008
0006,-002,0007,0002,0005
0006,-001,0007,0002,0005
0006,-001,0007,0002,0005
0007,-001,0007,0002,0005
0007,-001,0007,0002,0005
0005,-001,0007,0000,0005
0002,0001,0008,0000,0008
0002,0001,0008,0001,0008
0002,0001,0008,0005,0008
0000,0001,0006,0002,0009
