delta0,delta1,delta2,delta3,delta4
0025,0028,0036,0047,0039
0025,0028,0036,0047,0039
0026,0028,0041,0054,0043
0041,0042,0050,0073,0061
0041,0042,0050,0073,0061
0042,0042,0057,0079,0069
0046,0039,0067,0099,0084
0046,0039,0067,0099,0084
0046,0039,0057,0092,0084
0046,0037,0050,0086,0081
0046,0037,0050,0086,0081
0039,0030,0040,0071,0070
0035,0027,0036,0057,0057
0035,0027,0036,0057,0057
0031,0016,0028,0039,0043
0023,0016,0022,0030,0037
0023,0016,0022,0030,0037
0015,0012,0018,0022,0024
0014,0011,0018,0022,0023
0014,0011,0018,0022,0023
0014,0011,0011,0016,0017
0010,0010,0011,0016,0017
0010,0010,0011,0016,0017
0005,0010,0013,0016,0018
0005,0010,0010,0014,0016
0005,0010,0010,0014,0016
0011,0010,0008,0012,0014
0009,0010,0008,0012,0013
0009,0010,0008,0012,0013
0007,0010,0013,0013,0013
