delta0,delta1,delta2,delta3,delta4
0028,0026,0036,0047,0041
0028,0026,0036,0050,0041
0033,0027,0043,0070,0055
0033,0027,0043,0070,0055
0033,0027,0043,0071,0055
0042,0030,0037,0067,0065
0042,0030,0037,0067,0065
0026,0027,0030,0044,0041
0018,0015,0023,0034,0033
0018,0015,0023,0033,0033
0016,0015,0019,0026,0031
0013,0014,0016,0022,0024
0013,0014,0016,0022,0024
0013,0014,0016,0020,0023
0010,0010,0014,0019,0017
0010,0010,0014,0019,0017
0010,0010,0014,0019,0017
0009,0008,0010,0011,0018
0009,0008,0010,0011,0018
0009,0008,0010,0011,0018
0009,0008,0008,0015,0014
0009,0008,0008,0015,0014
0009,0008,0008,0015,0014
0007,0009,0011,0012,0017
0007,0009,0011,0012,0017
0007,0009,0011,0012,0017
0006,0009,0011,0012,0012
0006,0009,0011,0012,0012
0006,0009,0011,0012,0012
0013,0013,0010,0014,0016
