delta0,delta1,delta2,delta3,delta4
0010,0022,0050,0064,0044
0010,0022,0057,0082,0044
0034,0026,0062,0084,0067
0034,0026,0062,0084,0067
0034,0024,0047,0059,0065
0028,0012,0045,0057,0043
0014,0004,0028,0029,0024
0006,0004,0014,0013,0013
-006,-007,-004,-001,-007
-006,-011,-004,-012,-014
-006,-011,-004,-012,-014
-015,-010,-011,-017,-020
-016,-010,-011,-017,-020
-016,-010,-011,-017,-020
-013,-015,-013,-019,-025
-013,-015,-013,-019,-025
-013,-015,-013,-019,-025
-016,-015,-012,-019,-028
-016,-015,-012,-019,-028
-016,-015,-012,-019,-028
-015,-014,-015,-021,-027
-015,-014,-015,-021,-027
-015,-014,-015,-021,-027
-016,-016,-016,-022,-029
-016,-017,-016,-022,-029
-016,-017,-016,-022,-029
-019,-016,-013,-023,-024
-019,-016,-013,-023,-024
-019,-016,-013,-023,-024
-017,-016,-015,-024,-028
